step,t_s,n_m,e_m,d_m,ax_body,ay_body,az_body,gx_body,gy_body,gz_body,m0,m1,m2,m3,imu_recv,navsat_recv,motor_send
21,0.210,0.0000,0.0000,-0.0825,-0.0010,0.0000,-22.6450,0.0000,-0.0019,-0.0015,0.700,0.700,0.700,0.700,97,3,22
22,0.220,0.0000,0.0000,-0.2724,-0.0017,-0.0000,-22.6449,0.0009,-0.0001,-0.0002,0.700,0.700,0.700,0.700,99,4,23
23,0.230,0.0000,0.0000,-0.2724,0.0002,0.0021,-22.6452,-0.0012,-0.0004,-0.0011,0.700,0.700,0.700,0.700,101,4,24
24,0.240,0.0000,0.0000,-0.2724,-0.0011,-0.0008,-22.6430,-0.0004,-0.0006,-0.0019,0.700,0.700,0.700,0.700,102,4,25
25,0.250,0.0000,0.0000,-0.2724,-0.0031,0.0009,-22.6418,-0.0005,0.0022,-0.0002,0.700,0.700,0.700,0.700,104,4,26
26,0.260,0.0000,0.0000,-0.2724,-0.0007,0.0012,-22.6460,-0.0003,-0.0006,-0.0011,0.700,0.700,0.700,0.700,106,4,27
27,0.270,0.0000,0.0000,-0.2724,-0.0005,-0.0000,-22.6448,0.0014,0.0004,-0.0002,0.700,0.700,0.700,0.700,108,4,28
28,0.280,0.0000,0.0000,-0.2724,-0.0014,0.0009,-22.6460,0.0005,0.0002,-0.0003,0.700,0.700,0.700,0.700,111,4,29
29,0.290,0.0000,0.0000,-0.2724,0.0015,0.0009,-22.6472,-0.0005,0.0005,0.0009,0.700,0.700,0.700,0.700,113,4,30
30,0.300,0.0000,0.0000,-0.2724,0.0007,0.0020,-22.6447,-0.0004,0.0005,-0.0005,0.700,0.700,0.700,0.700,115,4,31
31,0.310,0.0000,0.0000,-0.2724,-0.0019,-0.0001,-22.6426,0.0003,0.0000,0.0001,0.700,0.700,0.700,0.700,118,4,32
32,0.320,0.0000,0.0000,-0.5907,0.0002,0.0004,-22.6464,0.0001,-0.0006,0.0001,0.700,0.700,0.700,0.700,120,5,33
33,0.330,0.0000,0.0000,-0.5907,0.0016,0.0001,-22.6483,-0.0008,0.0005,-0.0001,0.700,0.700,0.700,0.700,122,5,34
34,0.340,0.0000,0.0000,-0.5907,-0.0003,0.0019,-22.6465,-0.0002,-0.0002,-0.0010,0.700,0.700,0.700,0.700,125,5,35
35,0.350,0.0000,0.0000,-0.5907,0.0009,-0.0001,-22.6442,-0.0006,-0.0005,0.0017,0.700,0.700,0.700,0.700,127,5,36
36,0.360,0.0000,0.0000,-0.5907,0.0008,-0.0012,-22.6448,0.0002,0.0007,0.0022,0.700,0.700,0.700,0.700,130,5,37
37,0.370,0.0000,0.0000,-0.5907,-0.0001,-0.0000,-22.6497,0.0004,-0.0006,-0.0011,0.700,0.700,0.700,0.700,132,5,38
38,0.380,0.0000,0.0000,-0.5907,0.0008,0.0026,-22.6461,0.0005,-0.0009,0.0005,0.700,0.700,0.700,0.700,134,5,39
39,0.390,0.0000,0.0000,-0.5907,0.0010,0.0026,-22.6458,0.0002,0.0014,-0.0005,0.700,0.700,0.700,0.700,136,5,40
40,0.400,0.0000,0.0000,-1.0375,0.0011,0.0012,-22.6463,0.0021,-0.0004,0.0004,0.700,0.700,0.700,0.700,139,6,41
41,0.410,0.0000,0.0000,-1.0375,-0.0015,0.0008,-22.6451,0.0002,-0.0004,-0.0007,0.700,0.700,0.700,0.700,141,6,42
42,0.420,0.0000,0.0000,-1.0375,-0.0015,0.0014,-22.6474,-0.0006,-0.0025,-0.0015,0.700,0.700,0.700,0.700,143,6,43
43,0.430,0.0000,0.0000,-1.0375,-0.0020,0.0034,-22.6468,0.0011,0.0013,-0.0003,0.700,0.700,0.700,0.700,146,6,44
44,0.440,0.0000,0.0000,-1.0375,0.0010,-0.0010,-22.6464,0.0009,0.0004,0.0009,0.700,0.700,0.700,0.700,148,6,45
45,0.450,0.0000,0.0000,-1.0375,0.0037,-0.0010,-22.6431,-0.0006,-0.0001,0.0013,0.700,0.700,0.700,0.700,150,6,46
46,0.460,0.0000,0.0000,-1.0375,-0.0025,0.0027,-22.6480,0.0012,-0.0001,-0.0005,0.700,0.700,0.700,0.700,153,6,47
47,0.470,0.0000,0.0000,-1.0375,0.0007,0.0003,-22.6469,-0.0013,0.0007,0.0002,0.700,0.700,0.700,0.700,155,6,48
48,0.480,0.0000,0.0000,-1.0375,-0.0043,0.0021,-22.6443,-0.0003,0.0000,0.0007,0.700,0.700,0.700,0.700,157,6,49
49,0.490,0.0000,0.0000,-1.6128,0.0002,-0.0003,-22.6478,-0.0013,0.0007,-0.0010,0.700,0.700,0.700,0.700,159,7,50
50,0.500,0.0000,0.0000,-1.6128,-0.0012,-0.0013,-22.6459,-0.0005,-0.0001,0.0006,0.700,0.700,0.700,0.700,162,7,51
51,0.510,0.0000,0.0000,-1.6128,-0.0014,-0.0012,-22.6490,0.0010,0.0006,0.0010,0.700,0.700,0.700,0.700,164,7,52
52,0.520,0.0000,0.0000,-1.6128,-0.0030,-0.0009,-22.6457,-0.0017,0.0005,-0.0015,0.700,0.700,0.700,0.700,167,7,53
53,0.530,0.0000,0.0000,-1.6128,-0.0015,0.0016,-22.6491,-0.0006,0.0010,0.0000,0.700,0.700,0.700,0.700,169,7,54
54,0.540,0.0000,0.0000,-1.6128,0.0003,-0.0017,-22.6464,-0.0003,0.0010,0.0006,0.700,0.700,0.700,0.700,171,7,55
55,0.550,0.0000,0.0000,-1.6128,0.0027,-0.0005,-22.6451,0.0004,0.0010,-0.0001,0.700,0.700,0.700,0.700,174,7,56
56,0.560,0.0000,0.0000,-1.6128,-0.0026,0.0039,-22.6451,0.0006,-0.0011,0.0019,0.700,0.700,0.700,0.700,176,7,57
57,0.570,0.0000,0.0000,-1.6128,0.0006,0.0010,-22.6434,0.0007,0.0001,0.0000,0.700,0.700,0.700,0.700,178,7,58
58,0.580,0.0000,0.0000,-2.3165,-0.0031,-0.0020,-22.6480,0.0004,0.0000,-0.0011,0.700,0.700,0.700,0.700,180,8,59
59,0.590,0.0000,0.0000,-2.3165,-0.0067,-0.0026,-22.6458,0.0002,-0.0003,0.0014,0.700,0.700,0.700,0.700,183,8,60
60,0.600,0.0000,0.0000,-2.3165,-0.0008,0.0011,-22.6437,0.0005,-0.0014,-0.0001,0.700,0.700,0.700,0.700,185,8,61
61,0.610,0.0000,0.0000,-2.3165,0.0003,-0.0004,-22.6423,0.0000,-0.0009,0.0012,0.700,0.700,0.700,0.700,187,8,62
62,0.620,0.0000,0.0000,-2.3165,0.0045,0.0033,-22.6466,0.0006,-0.0005,0.0015,0.700,0.700,0.700,0.700,189,8,63
63,0.630,0.0000,0.0000,-2.3165,-0.0024,0.0040,-22.6472,-0.0009,0.0014,0.0007,0.700,0.700,0.700,0.700,191,8,64
64,0.640,0.0000,0.0000,-2.3165,-0.0011,0.0024,-22.6474,0.0006,-0.0015,-0.0008,0.700,0.700,0.700,0.700,193,8,65
65,0.650,0.0000,0.0000,-2.3165,0.0001,0.0024,-22.6456,-0.0003,0.0016,0.0006,0.700,0.700,0.700,0.700,196,8,66
66,0.660,0.0000,0.0000,-2.3165,-0.0021,0.0025,-22.6461,-0.0008,-0.0001,0.0005,0.700,0.700,0.700,0.700,198,8,67
67,0.670,0.0000,0.0000,-3.1487,-0.0025,-0.0000,-22.6492,-0.0006,0.0012,0.0010,0.700,0.700,0.700,0.700,201,9,68
68,0.680,0.0000,0.0000,-3.1487,-0.0017,0.0009,-22.6469,-0.0019,-0.0018,0.0002,0.700,0.700,0.700,0.700,203,9,69
69,0.690,0.0000,0.0000,-3.1487,0.0007,0.0018,-22.6457,-0.0011,0.0012,0.0002,0.700,0.700,0.700,0.700,205,9,70
70,0.700,0.0000,0.0000,-3.1487,-0.0012,0.0035,-22.6431,0.0007,0.0002,0.0009,0.700,0.700,0.700,0.700,208,9,71
71,0.710,0.0000,0.0000,-3.1487,0.0011,-0.0015,-22.6472,-0.0016,-0.0001,0.0014,0.700,0.700,0.700,0.700,210,9,72
72,0.720,0.0000,0.0000,-3.1487,0.0036,-0.0038,-22.6435,0.0013,0.0008,0.0011,0.700,0.700,0.700,0.700,212,9,73
73,0.730,0.0000,0.0000,-3.1487,0.0006,-0.0018,-22.6479,0.0002,-0.0012,-0.0006,0.700,0.700,0.700,0.700,214,9,74
74,0.740,0.0000,0.0000,-3.1487,0.0037,-0.0026,-22.6444,-0.0015,-0.0003,-0.0003,0.700,0.700,0.700,0.700,217,9,75
75,0.750,0.0000,0.0000,-4.1093,-0.0027,-0.0007,-22.6506,0.0015,-0.0006,0.0009,0.700,0.700,0.700,0.700,219,10,76
76,0.760,0.0000,0.0000,-4.1093,-0.0004,0.0029,-22.6441,0.0003,0.0012,0.0007,0.700,0.700,0.700,0.700,221,10,77
77,0.770,0.0000,0.0000,-4.1093,-0.0002,-0.0024,-22.6444,-0.0021,-0.0008,0.0005,0.700,0.700,0.700,0.700,224,10,78
78,0.780,0.0000,0.0000,-4.1093,-0.0020,0.0033,-22.6461,-0.0007,0.0007,0.0003,0.700,0.700,0.700,0.700,226,10,79
79,0.790,0.0000,0.0000,-4.1093,-0.0039,-0.0027,-22.6443,0.0001,0.0004,0.0003,0.700,0.700,0.700,0.700,228,10,80
80,0.800,0.0000,0.0000,-4.1093,0.0022,0.0020,-22.6504,-0.0013,-0.0001,-0.0005,0.700,0.700,0.700,0.700,231,10,81
81,0.810,0.0000,0.0000,-4.1093,0.0026,-0.0009,-22.6452,-0.0010,-0.0006,-0.0010,0.700,0.700,0.700,0.700,233,10,82
82,0.820,0.0000,0.0000,-4.1093,0.0028,-0.0028,-22.6461,0.0000,-0.0013,0.0003,0.700,0.700,0.700,0.700,236,10,83
83,0.830,0.0000,0.0000,-4.1093,-0.0023,-0.0027,-22.6481,0.0001,-0.0000,-0.0004,0.700,0.700,0.700,0.700,238,10,84
84,0.840,0.0000,0.0000,-5.1984,0.0014,0.0035,-22.6471,0.0015,0.0003,0.0001,0.700,0.700,0.700,0.700,240,11,85
85,0.850,0.0000,0.0000,-5.1984,-0.0037,0.0017,-22.6472,-0.0008,0.0010,-0.0011,0.700,0.700,0.700,0.700,242,11,86
86,0.860,0.0000,0.0000,-5.1984,-0.0018,0.0034,-22.6439,-0.0007,0.0004,-0.0005,0.700,0.700,0.700,0.700,244,11,87
87,0.870,0.0000,0.0000,-5.1984,0.0006,0.0038,-22.6454,-0.0015,0.0004,0.0004,0.700,0.700,0.700,0.700,247,11,88
88,0.880,0.0000,0.0000,-5.1984,-0.0008,0.0030,-22.6468,0.0006,-0.0009,-0.0014,0.700,0.700,0.700,0.700,249,11,89
89,0.890,0.0000,0.0000,-5.1984,0.0026,-0.0000,-22.6434,0.0005,0.0009,-0.0008,0.700,0.700,0.700,0.700,251,11,90
90,0.900,0.0000,0.0000,-5.1984,0.0057,-0.0000,-22.6436,-0.0033,0.0010,-0.0002,0.700,0.700,0.700,0.700,254,11,91
91,0.910,0.0000,0.0000,-5.1984,0.0003,-0.0047,-22.6452,-0.0028,0.0003,-0.0011,0.700,0.700,0.700,0.700,256,11,92
92,0.920,0.0000,0.0000,-5.1984,-0.0013,0.0013,-22.6410,0.0001,-0.0006,0.0005,0.700,0.700,0.700,0.700,258,11,93
93,0.930,0.0000,0.0000,-6.4159,-0.0015,0.0003,-22.6435,0.0007,0.0009,0.0006,0.700,0.700,0.700,0.700,261,12,94
94,0.940,0.0000,0.0000,-6.4159,-0.0015,-0.0012,-22.6428,-0.0007,-0.0004,0.0009,0.700,0.700,0.700,0.700,263,12,95
95,0.950,0.0000,0.0000,-6.4159,-0.0007,0.0015,-22.6478,0.0001,0.0004,-0.0004,0.700,0.700,0.700,0.700,265,12,96
96,0.960,0.0000,0.0000,-6.4159,0.0011,0.0018,-22.6480,0.0002,-0.0001,-0.0001,0.700,0.700,0.700,0.700,268,12,97
97,0.970,0.0000,0.0000,-6.4159,0.0014,0.0032,-22.6424,-0.0001,-0.0007,-0.0018,0.700,0.700,0.700,0.700,270,12,98
98,0.980,0.0000,0.0000,-6.4159,-0.0013,-0.0011,-22.6442,-0.0011,-0.0015,-0.0004,0.700,0.700,0.700,0.700,272,12,99
99,0.990,0.0000,0.0000,-6.4159,-0.0003,-0.0002,-22.6480,0.0003,-0.0008,-0.0019,0.700,0.700,0.700,0.700,274,12,100
100,1.000,0.0000,0.0000,-6.4159,-0.0011,-0.0031,-22.6477,-0.0001,0.0003,0.0007,0.700,0.700,0.700,0.700,276,12,101
101,1.010,0.0000,0.0000,-7.7619,-0.0011,0.0003,-22.6487,0.0001,0.0002,0.0011,0.700,0.700,0.700,0.700,279,13,102
102,1.020,0.0000,0.0000,-7.7619,-0.0003,-0.0019,-22.6486,0.0004,-0.0004,0.0011,0.700,0.700,0.700,0.700,281,13,103
103,1.030,0.0000,0.0000,-7.7619,-0.0031,0.0016,-22.6463,-0.0009,0.0012,0.0002,0.700,0.700,0.700,0.700,284,13,104
104,1.040,0.0000,0.0000,-7.7619,0.0040,-0.0038,-22.6445,0.0017,0.0007,0.0008,0.700,0.700,0.700,0.700,286,13,105
105,1.050,0.0000,0.0000,-7.7619,0.0023,-0.0009,-22.6440,-0.0002,0.0011,-0.0000,0.700,0.700,0.700,0.700,288,13,106
106,1.060,0.0000,0.0000,-7.7619,-0.0019,0.0026,-22.6461,0.0009,-0.0002,-0.0004,0.700,0.700,0.700,0.700,290,13,107
107,1.070,0.0000,0.0000,-7.7619,-0.0024,-0.0000,-22.6449,0.0007,-0.0007,-0.0001,0.700,0.700,0.700,0.700,293,13,108
108,1.080,0.0000,0.0000,-7.7619,-0.0000,0.0037,-22.6406,0.0001,0.0008,-0.0008,0.700,0.700,0.700,0.700,295,13,109
109,1.090,0.0000,0.0000,-7.7619,-0.0018,-0.0045,-22.6463,-0.0014,-0.0008,-0.0002,0.700,0.700,0.700,0.700,297,13,110
110,1.100,0.0000,0.0000,-9.2364,0.0031,0.0039,-22.6469,-0.0007,0.0019,-0.0017,0.700,0.700,0.700,0.700,300,14,111
111,1.110,0.0000,0.0000,-9.2364,-0.0001,0.0030,-22.6495,-0.0010,-0.0005,0.0004,0.700,0.700,0.700,0.700,302,14,112
112,1.120,0.0000,0.0000,-9.2364,-0.0001,0.0036,-22.6430,-0.0009,-0.0009,0.0002,0.700,0.700,0.700,0.700,304,14,113
113,1.130,0.0000,0.0000,-9.2364,-0.0002,0.0021,-22.6462,-0.0016,-0.0009,-0.0004,0.700,0.700,0.700,0.700,307,14,114
114,1.140,0.0000,0.0000,-9.2364,0.0007,0.0009,-22.6487,0.0003,-0.0008,0.0005,0.700,0.700,0.700,0.700,309,14,115
115,1.150,0.0000,0.0000,-9.2364,-0.0058,0.0020,-22.6435,-0.0007,0.0010,-0.0006,0.700,0.700,0.700,0.700,312,14,116
116,1.160,0.0000,0.0000,-9.2364,0.0014,0.0007,-22.6437,-0.0001,0.0005,-0.0003,0.700,0.700,0.700,0.700,314,14,117
117,1.170,0.0000,0.0000,-9.2364,0.0024,-0.0033,-22.6456,0.0013,0.0009,-0.0005,0.700,0.700,0.700,0.700,316,14,118
118,1.180,0.0000,0.0000,-10.8393,-0.0032,-0.0002,-22.6485,-0.0002,-0.0019,0.0001,0.700,0.700,0.700,0.700,319,15,119
119,1.190,0.0000,0.0000,-10.8393,-0.0000,0.0013,-22.6453,0.0016,-0.0009,0.0004,0.700,0.700,0.700,0.700,321,15,120
120,1.200,0.0000,0.0000,-10.8393,-0.0035,-0.0028,-22.6468,-0.0001,0.0017,0.0000,0.700,0.700,0.700,0.700,323,15,121
121,1.210,0.0000,0.0000,-10.8393,-0.0012,0.0013,-22.6442,-0.0010,0.0005,-0.0002,0.700,0.700,0.700,0.700,326,15,122
122,1.220,0.0000,0.0000,-10.8393,0.0014,-0.0004,-22.6417,0.0007,0.0000,-0.0003,0.700,0.700,0.700,0.700,328,15,123
123,1.230,0.0000,0.0000,-10.8393,0.0030,0.0025,-22.6452,-0.0002,-0.0022,-0.0012,0.700,0.700,0.700,0.700,330,15,124
124,1.240,0.0000,0.0000,-10.8393,-0.0043,0.0012,-22.6457,0.0004,0.0002,-0.0003,0.700,0.700,0.700,0.700,333,15,125
125,1.250,0.0000,0.0000,-10.8393,0.0022,-0.0001,-22.6430,0.0007,0.0000,0.0003,0.700,0.700,0.700,0.700,335,15,126
126,1.260,0.0000,0.0000,-10.8393,-0.0016,0.0012,-22.6446,-0.0002,0.0001,-0.0011,0.700,0.700,0.700,0.700,337,15,127
127,1.270,0.0000,0.0000,-12.5707,0.0006,-0.0000,-22.6457,0.0005,0.0017,0.0005,0.700,0.700,0.700,0.700,340,16,128
128,1.280,0.0000,0.0000,-12.5707,-0.0010,0.0038,-22.6451,-0.0010,0.0001,0.0007,0.700,0.700,0.700,0.700,342,16,129
129,1.290,0.0000,0.0000,-12.5707,0.0046,-0.0007,-22.6438,0.0004,-0.0011,-0.0012,0.700,0.700,0.700,0.700,344,16,130
130,1.300,0.0000,0.0000,-12.5707,-0.0016,0.0020,-22.6479,-0.0016,0.0006,-0.0001,0.700,0.700,0.700,0.700,347,16,131
131,1.310,0.0000,0.0000,-12.5707,0.0024,0.0022,-22.6437,0.0001,-0.0011,-0.0012,0.700,0.700,0.700,0.700,349,16,132
132,1.320,0.0000,0.0000,-12.5707,-0.0001,0.0013,-22.6453,0.0008,-0.0000,-0.0020,0.700,0.700,0.700,0.700,351,16,133
133,1.330,0.0000,0.0000,-12.5707,0.0010,-0.0049,-22.6443,0.0004,-0.0017,0.0008,0.700,0.700,0.700,0.700,354,16,134
134,1.340,0.0000,0.0000,-12.5707,0.0033,0.0012,-22.6447,0.0005,-0.0010,-0.0002,0.700,0.700,0.700,0.700,356,16,135
135,1.350,0.0000,0.0000,-12.5707,-0.0014,-0.0002,-22.6470,-0.0005,0.0009,-0.0004,0.700,0.700,0.700,0.700,358,16,136
136,1.360,0.0000,0.0000,-14.4306,-0.0003,0.0024,-22.6429,0.0005,-0.0018,-0.0002,0.700,0.700,0.700,0.700,360,17,137
137,1.370,0.0000,0.0000,-14.4306,0.0028,0.0005,-22.6482,0.0012,0.0001,0.0002,0.700,0.700,0.700,0.700,362,17,138
138,1.380,0.0000,0.0000,-14.4306,-0.0008,-0.0007,-22.6488,-0.0012,-0.0013,-0.0010,0.700,0.700,0.700,0.700,365,17,139
139,1.390,0.0000,0.0000,-14.4306,0.0008,0.0002,-22.6441,0.0004,-0.0004,0.0007,0.700,0.700,0.700,0.700,367,17,140
140,1.400,0.0000,0.0000,-14.4306,0.0013,0.0021,-22.6477,0.0007,-0.0012,0.0004,0.700,0.700,0.700,0.700,369,17,141
141,1.410,0.0000,0.0000,-14.4306,-0.0012,0.0017,-22.6442,-0.0004,0.0005,-0.0008,0.700,0.700,0.700,0.700,371,17,142
142,1.420,0.0000,0.0000,-14.4306,-0.0026,-0.0034,-22.6492,0.0006,-0.0000,0.0003,0.700,0.700,0.700,0.700,373,17,143
143,1.430,0.0000,0.0000,-14.4306,-0.0011,-0.0033,-22.6484,-0.0016,0.0011,0.0007,0.700,0.700,0.700,0.700,376,17,144
144,1.440,0.0000,0.0000,-14.4306,0.0017,-0.0009,-22.6479,0.0005,0.0002,-0.0011,0.700,0.700,0.700,0.700,378,17,145
145,1.450,0.0000,0.0000,-16.4189,0.0010,-0.0014,-22.6462,0.0003,-0.0001,-0.0017,0.700,0.700,0.700,0.700,381,18,146
146,1.460,0.0000,0.0000,-16.4189,-0.0056,-0.0017,-22.6474,0.0010,-0.0018,-0.0001,0.700,0.700,0.700,0.700,383,18,147
147,1.470,0.0000,0.0000,-16.4189,-0.0006,-0.0030,-22.6456,-0.0011,-0.0002,-0.0004,0.700,0.700,0.700,0.700,385,18,148
148,1.480,0.0000,0.0000,-16.4189,0.0003,0.0011,-22.6505,-0.0002,0.0015,0.0002,0.700,0.700,0.700,0.700,388,18,149
149,1.490,0.0000,0.0000,-16.4189,0.0016,-0.0013,-22.6449,-0.0004,-0.0001,0.0000,0.700,0.700,0.700,0.700,390,18,150
150,1.500,0.0000,0.0000,-16.4189,-0.0012,0.0010,-22.6460,0.0006,0.0013,0.0003,0.700,0.700,0.700,0.700,392,18,151
151,1.510,0.0000,0.0000,-16.4189,0.0016,-0.0023,-22.6451,-0.0014,-0.0004,0.0014,0.700,0.700,0.700,0.700,395,18,152
152,1.520,0.0000,0.0000,-16.4189,-0.0007,0.0010,-22.6467,0.0008,0.0007,-0.0012,0.700,0.700,0.700,0.700,397,18,153
153,1.530,0.0000,0.0000,-18.5356,0.0008,-0.0033,-22.6456,0.0006,-0.0032,0.0003,0.700,0.700,0.700,0.700,399,19,154
154,1.540,0.0000,0.0000,-18.5356,-0.0049,-0.0035,-22.6477,0.0005,0.0004,0.0012,0.700,0.700,0.700,0.700,402,19,155
155,1.550,0.0000,0.0000,-18.5356,0.0001,-0.0017,-22.6458,0.0011,0.0007,0.0010,0.700,0.700,0.700,0.700,404,19,156
156,1.560,0.0000,0.0000,-18.5356,-0.0014,-0.0005,-22.6464,-0.0000,0.0002,-0.0010,0.700,0.700,0.700,0.700,407,19,157
157,1.570,0.0000,0.0000,-18.5356,-0.0005,-0.0029,-22.6458,-0.0007,0.0000,0.0004,0.700,0.700,0.700,0.700,409,19,158
158,1.580,0.0000,0.0000,-18.5356,0.0006,-0.0023,-22.6449,-0.0007,0.0007,0.0000,0.700,0.700,0.700,0.700,412,19,159
159,1.590,0.0000,0.0000,-18.5356,-0.0014,-0.0042,-22.6461,-0.0016,-0.0004,0.0000,0.700,0.700,0.700,0.700,414,19,160
160,1.600,0.0000,0.0000,-18.5356,0.0034,0.0016,-22.6463,0.0005,0.0003,0.0005,0.700,0.700,0.700,0.700,417,19,161
161,1.610,0.0000,0.0000,-20.7808,0.0005,-0.0009,-22.6463,-0.0009,-0.0002,-0.0013,0.700,0.700,0.700,0.700,419,20,162
162,1.620,0.0000,0.0000,-20.7808,0.0006,0.0039,-22.6441,-0.0002,-0.0006,0.0001,0.700,0.700,0.700,0.700,422,20,163
163,1.630,0.0000,0.0000,-20.7808,-0.0002,0.0021,-22.6437,-0.0015,-0.0012,-0.0002,0.700,0.700,0.700,0.700,424,20,164
164,1.640,0.0000,0.0000,-20.7808,-0.0009,-0.0026,-22.6429,-0.0016,-0.0005,-0.0003,0.700,0.700,0.700,0.700,426,20,165
165,1.650,0.0000,0.0000,-20.7808,-0.0003,-0.0003,-22.6490,0.0015,0.0001,-0.0003,0.700,0.700,0.700,0.700,428,20,166
166,1.660,0.0000,0.0000,-20.7808,-0.0017,0.0012,-22.6479,0.0002,-0.0007,-0.0004,0.700,0.700,0.700,0.700,431,20,167
167,1.670,0.0000,0.0000,-20.7808,0.0007,-0.0000,-22.6465,0.0005,0.0001,0.0003,0.700,0.700,0.700,0.700,433,20,168
168,1.680,0.0000,0.0000,-20.7808,-0.0004,-0.0017,-22.6457,-0.0004,0.0002,-0.0004,0.700,0.700,0.700,0.700,435,20,169
169,1.690,0.0000,0.0000,-20.7808,0.0008,0.0031,-22.6467,0.0002,0.0014,0.0011,0.700,0.700,0.700,0.700,438,20,170
170,1.700,0.0000,0.0000,-23.1545,-0.0004,0.0008,-22.6529,0.0004,0.0005,0.0009,0.700,0.700,0.700,0.700,440,21,171
171,1.710,0.0000,0.0000,-23.1545,0.0016,-0.0000,-22.6455,0.0005,-0.0001,0.0000,0.700,0.700,0.700,0.700,442,21,172
172,1.720,0.0000,0.0000,-23.1545,-0.0022,-0.0038,-22.6442,-0.0014,-0.0025,0.0006,0.700,0.700,0.700,0.700,444,21,173
173,1.730,0.0000,0.0000,-23.1545,0.0043,-0.0001,-22.6448,0.0000,0.0012,-0.0004,0.700,0.700,0.700,0.700,446,21,174
174,1.740,0.0000,0.0000,-23.1545,-0.0002,-0.0011,-22.6451,-0.0008,-0.0001,-0.0007,0.700,0.700,0.700,0.700,448,21,175
175,1.750,0.0000,0.0000,-23.1545,-0.0023,0.0003,-22.6451,0.0001,-0.0008,0.0002,0.700,0.700,0.700,0.700,451,21,176
176,1.760,0.0000,0.0000,-23.1545,0.0002,0.0010,-22.6475,0.0002,0.0005,0.0013,0.700,0.700,0.700,0.700,453,21,177
177,1.770,0.0000,0.0000,-23.1545,-0.0015,-0.0004,-22.6445,0.0016,0.0005,-0.0004,0.700,0.700,0.700,0.700,455,21,178
