step,t_s,n_m,e_m,d_m,ax_body,ay_body,az_body,gx_body,gy_body,gz_body,m0,m1,m2,m3,imu_recv,navsat_recv,motor_send
1074,10.740,0.0000,0.0000,-0.0200,0.0000,-0.0002,-9.8001,-0.0005,-0.0014,-0.0002,0.700,0.700,0.700,0.700,2571,127,1075
1075,10.750,0.0000,0.0000,-0.0200,-0.0012,-0.0016,-9.7988,-0.0010,-0.0006,0.0016,0.700,0.700,0.700,0.700,2573,128,1076
1076,10.760,0.0000,0.0000,-0.0200,0.0003,0.0006,-9.8001,0.0004,0.0008,-0.0001,0.700,0.700,0.700,0.700,2576,128,1077
1077,10.770,0.0000,0.0000,-0.0200,0.0027,-0.0010,-9.8008,-0.0005,-0.0005,-0.0016,0.700,0.700,0.700,0.700,2578,128,1078
1078,10.780,0.0000,0.0000,-0.0200,0.0010,-0.0014,-9.8018,-0.0000,-0.0016,-0.0003,0.700,0.700,0.700,0.700,2580,128,1079
1079,10.790,0.0000,0.0000,-0.0200,-0.0035,-0.0017,-9.7968,-0.0010,-0.0005,0.0001,0.700,0.700,0.700,0.700,2583,128,1080
1080,10.800,0.0000,0.0000,-0.0200,0.0039,-0.0037,-9.7981,-0.0008,0.0012,-0.0011,0.700,0.700,0.700,0.700,2585,128,1081
1081,10.810,0.0000,0.0000,-0.0200,0.0005,0.0014,-9.7982,-0.0006,0.0001,-0.0006,0.700,0.700,0.700,0.700,2587,128,1082
1082,10.820,0.0000,0.0000,-0.0200,-0.0015,0.0004,-9.7977,-0.0011,0.0003,0.0008,0.700,0.700,0.700,0.700,2589,128,1083
1083,10.830,0.0000,0.0000,-0.0200,0.0006,-0.0021,-9.8003,-0.0005,0.0011,-0.0009,0.700,0.700,0.700,0.700,2591,128,1084
1084,10.840,0.0000,0.0000,-0.0200,-0.0013,-0.0016,-9.7981,0.0015,0.0008,0.0011,0.700,0.700,0.700,0.700,2594,129,1085
1085,10.850,0.0000,0.0000,-0.0200,0.0015,-0.0011,-9.8012,0.0004,0.0014,-0.0002,0.700,0.700,0.700,0.700,2596,129,1086
1086,10.860,0.0000,0.0000,-0.0200,0.0012,-0.0048,-9.7997,0.0003,-0.0004,0.0003,0.700,0.700,0.700,0.700,2599,129,1087
1087,10.870,0.0000,0.0000,-0.0200,0.0040,-0.0015,-9.8028,0.0006,-0.0001,-0.0019,0.700,0.700,0.700,0.700,2601,129,1088
1088,10.880,0.0000,0.0000,-0.0200,-0.0023,-0.0061,-9.8018,-0.0006,-0.0007,-0.0011,0.700,0.700,0.700,0.700,2603,129,1089
1089,10.890,0.0000,0.0000,-0.0200,0.0036,-0.0010,-9.8016,0.0014,-0.0015,-0.0019,0.700,0.700,0.700,0.700,2606,129,1090
1090,10.900,0.0000,0.0000,-0.0200,-0.0023,-0.0044,-9.7963,-0.0001,0.0000,-0.0002,0.700,0.700,0.700,0.700,2608,129,1091
1091,10.910,0.0000,0.0000,-0.0200,0.0000,-0.0030,-9.7995,-0.0007,-0.0004,0.0027,0.700,0.700,0.700,0.700,2610,129,1092
1092,10.920,0.0000,0.0000,-0.0200,0.0044,0.0018,-9.7976,0.0008,-0.0024,-0.0004,0.700,0.700,0.700,0.700,2613,130,1093
1093,10.930,0.0000,0.0000,-0.0200,0.0008,-0.0023,-9.7965,-0.0004,-0.0001,-0.0018,0.700,0.700,0.700,0.700,2615,130,1094
1094,10.940,0.0000,0.0000,-0.0200,0.0015,0.0025,-9.8009,-0.0000,-0.0007,-0.0006,0.700,0.700,0.700,0.700,2617,130,1095
1095,10.950,0.0000,0.0000,-0.0200,0.0023,-0.0005,-9.7986,-0.0002,0.0002,-0.0007,0.700,0.700,0.700,0.700,2620,130,1096
1096,10.960,0.0000,0.0000,-0.0200,0.0022,-0.0019,-9.7988,-0.0003,-0.0004,0.0011,0.700,0.700,0.700,0.700,2622,130,1097
1097,10.970,0.0000,0.0000,-0.0200,0.0037,-0.0041,-9.8008,-0.0003,-0.0001,0.0002,0.700,0.700,0.700,0.700,2624,130,1098
1098,10.980,0.0000,0.0000,-0.0200,0.0022,0.0054,-9.7993,-0.0003,0.0003,0.0002,0.700,0.700,0.700,0.700,2627,130,1099
1099,10.990,0.0000,0.0000,-0.0200,-0.0032,0.0021,-9.8045,-0.0001,-0.0006,-0.0010,0.700,0.700,0.700,0.700,2629,130,1100
1100,11.000,0.0000,0.0000,-0.0200,0.0010,-0.0035,-9.7993,-0.0004,-0.0012,-0.0011,0.700,0.700,0.700,0.700,2631,130,1101
1101,11.010,0.0000,0.0000,-0.0200,0.0023,-0.0021,-9.7996,0.0006,0.0003,-0.0006,0.700,0.700,0.700,0.700,2634,131,1102
1102,11.020,0.0000,0.0000,-0.0200,0.0027,-0.0015,-9.8010,0.0009,-0.0001,-0.0003,0.700,0.700,0.700,0.700,2636,131,1103
1103,11.030,0.0000,0.0000,-0.0200,0.0035,0.0005,-9.7942,0.0007,-0.0013,0.0003,0.700,0.700,0.700,0.700,2638,131,1104
1104,11.040,0.0000,0.0000,-0.0200,0.0017,-0.0002,-9.7967,0.0012,-0.0009,-0.0005,0.700,0.700,0.700,0.700,2641,131,1105
1105,11.050,0.0000,0.0000,-0.0200,-0.0034,0.0017,-9.7956,-0.0015,0.0003,-0.0010,0.700,0.700,0.700,0.700,2643,131,1106
1106,11.060,0.0000,0.0000,-0.0200,0.0024,0.0014,-9.7995,0.0002,0.0014,-0.0002,0.700,0.700,0.700,0.700,2645,131,1107
1107,11.070,0.0000,0.0000,-0.0200,-0.0004,-0.0038,-9.7989,-0.0003,0.0004,0.0001,0.700,0.700,0.700,0.700,2647,131,1108
1108,11.080,0.0000,0.0000,-0.0200,-0.0018,0.0030,-9.7989,-0.0004,-0.0004,0.0001,0.700,0.700,0.700,0.700,2650,131,1109
1109,11.090,0.0000,0.0000,-0.0200,-0.0023,0.0028,-9.7998,-0.0001,-0.0006,0.0001,0.700,0.700,0.700,0.700,2652,132,1110
1110,11.100,0.0000,0.0000,-0.0200,-0.0009,-0.0027,-9.7969,-0.0003,-0.0002,0.0019,0.700,0.700,0.700,0.700,2655,132,1111
1111,11.110,0.0000,0.0000,-0.0200,0.0006,0.0025,-9.8012,-0.0004,-0.0001,-0.0010,0.700,0.700,0.700,0.700,2657,132,1112
1112,11.120,0.0000,0.0000,-0.0200,-0.0007,0.0038,-9.8028,-0.0004,0.0007,-0.0003,0.700,0.700,0.700,0.700,2660,132,1113
1113,11.130,0.0000,0.0000,-0.0200,-0.0002,-0.0013,-9.8005,0.0019,-0.0006,-0.0000,0.700,0.700,0.700,0.700,2662,132,1114
1114,11.140,0.0000,0.0000,-0.0200,0.0004,-0.0003,-9.8023,-0.0004,-0.0003,0.0004,0.700,0.700,0.700,0.700,2664,132,1115
1115,11.150,0.0000,0.0000,-0.0200,-0.0003,-0.0011,-9.8018,0.0002,0.0003,0.0014,0.700,0.700,0.700,0.700,2666,132,1116
1116,11.160,0.0000,0.0000,-0.0200,0.0010,-0.0025,-9.7987,-0.0004,0.0009,-0.0009,0.700,0.700,0.700,0.700,2669,132,1117
1117,11.170,0.0000,0.0000,-0.0200,-0.0002,-0.0024,-9.7990,-0.0008,-0.0008,0.0014,0.700,0.700,0.700,0.700,2671,132,1118
1118,11.180,0.0000,0.0000,-0.0200,0.0022,0.0019,-9.7998,0.0002,0.0006,-0.0017,0.700,0.700,0.700,0.700,2674,133,1119
1119,11.190,0.0000,0.0000,-0.0200,0.0010,0.0010,-9.7973,-0.0005,-0.0020,-0.0003,0.700,0.700,0.700,0.700,2676,133,1120
1120,11.200,0.0000,0.0000,-0.0200,-0.0022,0.0004,-9.7986,0.0006,-0.0017,0.0013,0.700,0.700,0.700,0.700,2679,133,1121
1121,11.210,0.0000,0.0000,-0.0200,-0.0022,0.0014,-9.8007,-0.0006,-0.0012,0.0012,0.700,0.700,0.700,0.700,2681,133,1122
1122,11.220,0.0000,0.0000,-0.0200,-0.0032,-0.0026,-9.7980,-0.0017,0.0005,-0.0002,0.700,0.700,0.700,0.700,2683,133,1123
1123,11.230,0.0000,0.0000,-0.0200,0.0017,0.0015,-9.7982,-0.0011,0.0006,-0.0023,0.700,0.700,0.700,0.700,2686,133,1124
1124,11.240,0.0000,0.0000,-0.0200,-0.0018,0.0019,-9.7998,-0.0001,0.0006,0.0007,0.700,0.700,0.700,0.700,2688,133,1125
1125,11.250,0.0000,0.0000,-0.0200,0.0001,-0.0032,-9.7978,0.0010,-0.0005,0.0004,0.700,0.700,0.700,0.700,2691,133,1126
1126,11.260,0.0000,0.0000,-0.0200,0.0034,0.0008,-9.7972,-0.0017,0.0007,-0.0017,0.700,0.700,0.700,0.700,2693,134,1127
1127,11.270,0.0000,0.0000,-0.0200,-0.0021,0.0004,-9.7998,-0.0007,0.0000,0.0006,0.700,0.700,0.700,0.700,2695,134,1128
1128,11.280,0.0000,0.0000,-0.0200,-0.0010,-0.0024,-9.8022,-0.0016,-0.0003,-0.0000,0.700,0.700,0.700,0.700,2698,134,1129
1129,11.290,0.0000,0.0000,-0.0200,0.0012,0.0005,-9.8019,-0.0003,0.0001,0.0003,0.700,0.700,0.700,0.700,2700,134,1130
1130,11.300,0.0000,0.0000,-0.0200,-0.0020,-0.0003,-9.7979,-0.0019,0.0005,-0.0003,0.700,0.700,0.700,0.700,2702,134,1131
1131,11.310,0.0000,0.0000,-0.0200,-0.0014,-0.0014,-9.8043,-0.0017,0.0009,0.0005,0.700,0.700,0.700,0.700,2705,134,1132
1132,11.320,0.0000,0.0000,-0.0200,0.0016,0.0029,-9.8013,-0.0009,-0.0003,0.0011,0.700,0.700,0.700,0.700,2707,134,1133
1133,11.330,0.0000,0.0000,-0.0200,0.0020,0.0022,-9.8026,0.0001,-0.0015,-0.0001,0.700,0.700,0.700,0.700,2710,134,1134
1134,11.340,0.0000,0.0000,-0.0200,0.0015,0.0000,-9.8019,-0.0018,0.0002,0.0010,0.700,0.700,0.700,0.700,2712,135,1135
1135,11.350,0.0000,0.0000,-0.0200,0.0009,-0.0016,-9.8022,-0.0005,0.0003,-0.0003,0.700,0.700,0.700,0.700,2714,135,1136
1136,11.360,0.0000,0.0000,-0.0200,-0.0004,0.0006,-9.7976,-0.0012,0.0003,-0.0009,0.700,0.700,0.700,0.700,2717,135,1137
1137,11.370,0.0000,0.0000,-0.0200,-0.0009,0.0010,-9.8015,0.0009,-0.0012,-0.0003,0.700,0.700,0.700,0.700,2719,135,1138
1138,11.380,0.0000,0.0000,-0.0200,0.0017,-0.0050,-9.7985,0.0011,0.0005,-0.0027,0.700,0.700,0.700,0.700,2722,135,1139
1139,11.390,0.0000,0.0000,-0.0200,-0.0020,-0.0029,-9.7993,-0.0010,-0.0016,-0.0014,0.700,0.700,0.700,0.700,2724,135,1140
1140,11.400,0.0000,0.0000,-0.0200,-0.0024,0.0009,-9.7969,-0.0007,-0.0008,-0.0007,0.700,0.700,0.700,0.700,2727,135,1141
1141,11.410,0.0000,0.0000,-0.0200,-0.0015,0.0003,-9.8009,-0.0001,0.0003,0.0001,0.700,0.700,0.700,0.700,2729,135,1142
1142,11.420,0.0000,0.0000,-0.0200,-0.0013,-0.0007,-9.8009,0.0012,-0.0010,-0.0007,0.700,0.700,0.700,0.700,2731,135,1143
1143,11.430,0.0000,0.0000,-0.0200,-0.0005,-0.0032,-9.7975,0.0002,0.0010,0.0001,0.700,0.700,0.700,0.700,2734,136,1144
1144,11.440,0.0000,0.0000,-0.0200,-0.0013,0.0004,-9.8006,0.0017,0.0001,-0.0004,0.700,0.700,0.700,0.700,2736,136,1145
1145,11.450,0.0000,0.0000,-0.0200,-0.0025,0.0004,-9.8022,-0.0008,0.0002,0.0002,0.700,0.700,0.700,0.700,2738,136,1146
1146,11.460,0.0000,0.0000,-0.0200,-0.0014,0.0011,-9.8019,0.0019,0.0006,-0.0006,0.700,0.700,0.700,0.700,2741,136,1147
1147,11.470,0.0000,0.0000,-0.0200,-0.0013,-0.0013,-9.8019,-0.0001,-0.0016,-0.0006,0.700,0.700,0.700,0.700,2743,136,1148
1148,11.480,0.0000,0.0000,-0.0200,-0.0018,-0.0007,-9.8007,0.0010,-0.0005,0.0010,0.700,0.700,0.700,0.700,2745,136,1149
1149,11.490,0.0000,0.0000,-0.0200,-0.0021,0.0010,-9.8017,-0.0001,0.0005,-0.0011,0.700,0.700,0.700,0.700,2748,136,1150
1150,11.500,0.0000,0.0000,-0.0200,-0.0049,0.0002,-9.7958,0.0009,0.0005,-0.0006,0.700,0.700,0.700,0.700,2750,136,1151
1151,11.510,0.0000,0.0000,-0.0200,-0.0021,0.0015,-9.7977,0.0003,0.0010,0.0004,0.700,0.700,0.700,0.700,2753,137,1152
1152,11.520,0.0000,0.0000,-0.0200,0.0036,-0.0002,-9.7993,-0.0007,-0.0011,-0.0013,0.700,0.700,0.700,0.700,2755,137,1153
1153,11.530,0.0000,0.0000,-0.0200,-0.0010,-0.0013,-9.8019,-0.0009,0.0003,0.0001,0.700,0.700,0.700,0.700,2758,137,1154
1154,11.540,0.0000,0.0000,-0.0200,0.0002,0.0006,-9.8034,0.0006,0.0006,0.0007,0.700,0.700,0.700,0.700,2760,137,1155
1155,11.550,0.0000,0.0000,-0.0200,-0.0048,0.0039,-9.7982,-0.0005,-0.0003,-0.0002,0.700,0.700,0.700,0.700,2762,137,1156
1156,11.560,0.0000,0.0000,-0.0200,-0.0015,-0.0003,-9.7995,0.0015,-0.0005,-0.0005,0.700,0.700,0.700,0.700,2764,137,1157
1157,11.570,0.0000,0.0000,-0.0200,0.0015,0.0003,-9.8012,-0.0005,0.0002,-0.0002,0.700,0.700,0.700,0.700,2767,137,1158
1158,11.580,0.0000,0.0000,-0.0200,0.0004,-0.0019,-9.7942,-0.0016,-0.0007,0.0002,0.700,0.700,0.700,0.700,2769,137,1159
1159,11.590,0.0000,0.0000,-0.0200,0.0027,0.0003,-9.8019,-0.0001,0.0031,0.0019,0.700,0.700,0.700,0.700,2772,138,1160
1160,11.600,0.0000,0.0000,-0.0200,-0.0046,0.0003,-9.7986,0.0001,-0.0007,0.0012,0.700,0.700,0.700,0.700,2774,138,1161
1161,11.610,0.0000,0.0000,-0.0200,-0.0021,0.0042,-9.8044,0.0009,-0.0002,0.0003,0.700,0.700,0.700,0.700,2776,138,1162
1162,11.620,0.0000,0.0000,-0.0200,0.0020,-0.0003,-9.8005,0.0002,0.0015,-0.0015,0.700,0.700,0.700,0.700,2779,138,1163
1163,11.630,0.0000,0.0000,-0.0200,-0.0007,-0.0022,-9.7998,-0.0003,0.0020,0.0010,0.700,0.700,0.700,0.700,2781,138,1164
1164,11.640,0.0000,0.0000,-0.0200,0.0016,0.0019,-9.8025,-0.0014,-0.0013,-0.0013,0.700,0.700,0.700,0.700,2783,138,1165
1165,11.650,0.0000,0.0000,-0.0200,-0.0002,-0.0016,-9.7966,0.0003,-0.0009,0.0011,0.700,0.700,0.700,0.700,2786,138,1166
1166,11.660,0.0000,0.0000,-0.0200,0.0018,0.0026,-9.7984,-0.0015,-0.0011,-0.0008,0.700,0.700,0.700,0.700,2788,138,1167
1167,11.670,0.0000,0.0000,-0.0200,0.0001,0.0014,-9.8013,-0.0015,0.0005,-0.0005,0.700,0.700,0.700,0.700,2791,138,1168
1168,11.680,0.0000,0.0000,-0.0200,0.0043,0.0037,-9.7994,-0.0001,0.0005,0.0019,0.700,0.700,0.700,0.700,2793,139,1169
1169,11.690,0.0000,0.0000,-0.0200,0.0033,-0.0021,-9.7995,-0.0005,0.0011,0.0014,0.700,0.700,0.700,0.700,2796,139,1170
1170,11.700,0.0000,0.0000,-0.0200,0.0004,0.0009,-9.7997,0.0005,-0.0005,0.0025,0.700,0.700,0.700,0.700,2798,139,1171
1171,11.710,0.0000,0.0000,-0.0200,-0.0021,-0.0000,-9.7994,0.0004,-0.0007,0.0006,0.700,0.700,0.700,0.700,2800,139,1172
1172,11.720,0.0000,0.0000,-0.0200,0.0009,0.0004,-9.7961,-0.0017,0.0011,0.0006,0.700,0.700,0.700,0.700,2802,139,1173
1173,11.730,0.0000,0.0000,-0.0200,0.0014,0.0005,-9.7987,-0.0009,0.0001,-0.0003,0.700,0.700,0.700,0.700,2805,139,1174
1174,11.740,0.0000,0.0000,-0.0200,0.0017,0.0021,-9.8011,-0.0012,-0.0014,-0.0008,0.700,0.700,0.700,0.700,2807,139,1175
1175,11.750,0.0000,0.0000,-0.0200,0.0025,0.0008,-9.8033,0.0018,0.0005,-0.0008,0.700,0.700,0.700,0.700,2810,139,1176
1176,11.760,0.0000,0.0000,-0.0200,-0.0007,-0.0012,-9.7977,-0.0002,0.0005,-0.0015,0.700,0.700,0.700,0.700,2812,140,1177
1177,11.770,0.0000,0.0000,-0.0200,0.0021,0.0001,-9.7993,-0.0006,-0.0010,0.0008,0.700,0.700,0.700,0.700,2815,140,1178
1178,11.780,0.0000,0.0000,-0.0200,0.0005,-0.0036,-9.8004,-0.0022,-0.0000,-0.0009,0.700,0.700,0.700,0.700,2817,140,1179
1179,11.790,0.0000,0.0000,-0.0200,0.0029,-0.0006,-9.8023,-0.0020,0.0007,0.0004,0.700,0.700,0.700,0.700,2820,140,1180
1180,11.800,0.0000,0.0000,-0.0200,-0.0002,-0.0037,-9.8015,-0.0017,-0.0008,-0.0005,0.700,0.700,0.700,0.700,2822,140,1181
1181,11.810,0.0000,0.0000,-0.0200,0.0014,-0.0050,-9.8014,0.0000,0.0013,-0.0003,0.700,0.700,0.700,0.700,2825,140,1182
1182,11.820,0.0000,0.0000,-0.0200,-0.0025,-0.0009,-9.8002,0.0021,-0.0001,0.0008,0.700,0.700,0.700,0.700,2827,140,1183
1183,11.830,0.0000,0.0000,-0.0200,-0.0050,-0.0037,-9.8034,0.0004,0.0000,-0.0004,0.700,0.700,0.700,0.700,2829,140,1184
1184,11.840,0.0000,0.0000,-0.0200,-0.0031,-0.0009,-9.7984,-0.0007,-0.0020,0.0003,0.700,0.700,0.700,0.700,2831,140,1185
1185,11.850,0.0000,0.0000,-0.0200,0.0018,-0.0007,-9.8027,-0.0004,-0.0002,0.0006,0.700,0.700,0.700,0.700,2834,141,1186
1186,11.860,0.0000,0.0000,-0.0200,-0.0001,0.0015,-9.8041,0.0010,-0.0001,-0.0017,0.700,0.700,0.700,0.700,2836,141,1187
1187,11.870,0.0000,0.0000,-0.0200,-0.0000,0.0018,-9.8033,0.0001,0.0001,0.0010,0.700,0.700,0.700,0.700,2838,141,1188
1188,11.880,0.0000,0.0000,-0.0200,-0.0020,-0.0032,-9.7979,0.0007,-0.0004,0.0006,0.700,0.700,0.700,0.700,2841,141,1189
1189,11.890,0.0000,0.0000,-0.0200,-0.0039,-0.0023,-9.7973,-0.0006,-0.0001,0.0013,0.700,0.700,0.700,0.700,2843,141,1190
1190,11.900,0.0000,0.0000,-0.0200,0.0002,-0.0017,-9.8023,0.0008,0.0012,0.0003,0.700,0.700,0.700,0.700,2846,141,1191
1191,11.910,0.0000,0.0000,-0.0200,-0.0020,-0.0010,-9.7970,0.0014,-0.0012,-0.0016,0.700,0.700,0.700,0.700,2848,141,1192
1192,11.920,0.0000,0.0000,-0.0200,0.0018,0.0000,-9.7995,0.0005,-0.0002,-0.0006,0.700,0.700,0.700,0.700,2850,141,1193
1193,11.930,0.0000,0.0000,-0.0200,0.0008,-0.0005,-9.8018,0.0012,-0.0008,-0.0005,0.700,0.700,0.700,0.700,2852,142,1194
1194,11.940,0.0000,0.0000,-0.0200,0.0012,0.0002,-9.7963,-0.0000,-0.0003,-0.0002,0.700,0.700,0.700,0.700,2855,142,1195
1195,11.950,0.0000,0.0000,-0.0200,-0.0003,-0.0015,-9.8005,-0.0005,-0.0021,-0.0004,0.700,0.700,0.700,0.700,2857,142,1196
1196,11.960,0.0000,0.0000,-0.0200,-0.0043,0.0003,-9.7971,-0.0011,0.0004,-0.0004,0.700,0.700,0.700,0.700,2860,142,1197
1197,11.970,0.0000,0.0000,-0.0200,-0.0012,-0.0017,-9.8028,-0.0005,-0.0016,-0.0016,0.700,0.700,0.700,0.700,2862,142,1198
1198,11.980,0.0000,0.0000,-0.0200,-0.0007,-0.0011,-9.7990,0.0002,0.0017,0.0011,0.700,0.700,0.700,0.700,2865,142,1199
1199,11.990,0.0000,0.0000,-0.0200,-0.0029,0.0005,-9.7978,-0.0005,0.0002,0.0001,0.700,0.700,0.700,0.700,2867,142,1200
1200,12.000,0.0000,0.0000,-0.0200,-0.0003,0.0008,-9.7987,0.0005,0.0013,-0.0001,0.700,0.700,0.700,0.700,2869,142,1201
1201,12.010,0.0000,0.0000,-0.0200,-0.0067,-0.0024,-9.7977,-0.0001,0.0004,0.0000,0.700,0.700,0.700,0.700,2872,143,1202
1202,12.020,0.0000,0.0000,-0.0200,-0.0001,0.0016,-9.8024,-0.0003,-0.0003,-0.0015,0.700,0.700,0.700,0.700,2874,143,1203
1203,12.030,0.0000,0.0000,-0.0200,-0.0027,0.0057,-9.8020,-0.0005,0.0011,0.0010,0.700,0.700,0.700,0.700,2877,143,1204
1204,12.040,0.0000,0.0000,-0.0200,-0.0020,0.0044,-9.7985,-0.0003,-0.0003,-0.0000,0.700,0.700,0.700,0.700,2879,143,1205
1205,12.050,0.0000,0.0000,-0.0200,0.0029,-0.0008,-9.8001,0.0000,-0.0007,-0.0005,0.700,0.700,0.700,0.700,2881,143,1206
1206,12.060,0.0000,0.0000,-0.0200,0.0003,-0.0003,-9.8029,0.0000,0.0001,0.0002,0.700,0.700,0.700,0.700,2884,143,1207
1207,12.070,0.0000,0.0000,-0.0200,0.0001,0.0014,-9.7971,-0.0006,-0.0002,0.0005,0.700,0.700,0.700,0.700,2886,143,1208
1208,12.080,0.0000,0.0000,-0.0200,-0.0008,0.0016,-9.7999,-0.0010,0.0001,0.0009,0.700,0.700,0.700,0.700,2888,143,1209
1209,12.090,0.0000,0.0000,-0.0200,0.0018,0.0016,-9.7951,0.0004,0.0002,0.0001,0.700,0.700,0.700,0.700,2891,143,1210
1210,12.100,0.0000,0.0000,-0.0200,-0.0025,-0.0012,-9.7956,0.0004,-0.0005,0.0001,0.700,0.700,0.700,0.700,2893,144,1211
1211,12.110,0.0000,0.0000,-0.0200,-0.0026,0.0038,-9.8017,0.0012,-0.0010,-0.0006,0.700,0.700,0.700,0.700,2896,144,1212
1212,12.120,0.0000,0.0000,-0.0200,-0.0003,0.0024,-9.7969,0.0002,-0.0010,-0.0001,0.700,0.700,0.700,0.700,2898,144,1213
1213,12.130,0.0000,0.0000,-0.0200,-0.0016,-0.0003,-9.7975,-0.0011,0.0010,0.0007,0.700,0.700,0.700,0.700,2901,144,1214
1214,12.140,0.0000,0.0000,-0.0200,0.0025,0.0006,-9.8001,0.0007,0.0017,-0.0002,0.700,0.700,0.700,0.700,2903,144,1215
1215,12.150,0.0000,0.0000,-0.0200,-0.0027,-0.0006,-9.7964,0.0007,-0.0007,-0.0003,0.700,0.700,0.700,0.700,2905,144,1216
1216,12.160,0.0000,0.0000,-0.0200,-0.0001,-0.0037,-9.8029,-0.0013,-0.0002,0.0001,0.700,0.700,0.700,0.700,2907,144,1217
1217,12.170,0.0000,0.0000,-0.0200,-0.0004,-0.0016,-9.8021,0.0009,0.0018,0.0013,0.700,0.700,0.700,0.700,2910,144,1218
1218,12.180,0.0000,0.0000,-0.0200,-0.0007,-0.0011,-9.7968,-0.0025,-0.0005,-0.0011,0.700,0.700,0.700,0.700,2912,145,1219
1219,12.190,0.0000,0.0000,-0.0200,0.0045,0.0023,-9.7992,-0.0009,-0.0006,0.0001,0.700,0.700,0.700,0.700,2914,145,1220
1220,12.200,0.0000,0.0000,-0.0200,0.0023,0.0027,-9.7989,0.0000,-0.0012,0.0017,0.700,0.700,0.700,0.700,2917,145,1221
1221,12.210,0.0000,0.0000,-0.0200,-0.0025,-0.0029,-9.7993,-0.0001,0.0006,-0.0006,0.700,0.700,0.700,0.700,2919,145,1222
1222,12.220,0.0000,0.0000,-0.0200,-0.0017,-0.0030,-9.8002,0.0000,-0.0007,-0.0006,0.700,0.700,0.700,0.700,2922,145,1223
1223,12.230,0.0000,0.0000,-0.0200,0.0019,0.0005,-9.7978,-0.0001,0.0002,-0.0011,0.700,0.700,0.700,0.700,2924,145,1224
1224,12.240,0.0000,0.0000,-0.0200,-0.0002,0.0024,-9.8005,0.0016,0.0012,-0.0003,0.700,0.700,0.700,0.700,2927,145,1225
1225,12.250,0.0000,0.0000,-0.0200,0.0032,0.0015,-9.7991,0.0008,0.0006,-0.0006,0.700,0.700,0.700,0.700,2929,145,1226
1226,12.260,0.0000,0.0000,-0.0200,0.0007,0.0005,-9.8028,0.0019,0.0008,0.0001,0.700,0.700,0.700,0.700,2931,145,1227
1227,12.270,0.0000,0.0000,-0.0200,0.0013,-0.0011,-9.8000,0.0006,0.0003,-0.0003,0.700,0.700,0.700,0.700,2934,146,1228
1228,12.280,0.0000,0.0000,-0.0200,-0.0003,0.0009,-9.8008,0.0007,0.0015,0.0006,0.700,0.700,0.700,0.700,2936,146,1229
1229,12.290,0.0000,0.0000,-0.0200,-0.0015,-0.0015,-9.7994,-0.0005,-0.0014,0.0007,0.700,0.700,0.700,0.700,2938,146,1230
1230,12.300,0.0000,0.0000,-0.0200,0.0004,-0.0000,-9.7969,-0.0014,-0.0007,-0.0011,0.700,0.700,0.700,0.700,2941,146,1231
1231,12.310,0.0000,0.0000,-0.0200,0.0007,0.0012,-9.8006,-0.0002,-0.0013,-0.0008,0.700,0.700,0.700,0.700,2943,146,1232
1232,12.320,0.0000,0.0000,-0.0200,-0.0003,-0.0017,-9.8016,-0.0005,-0.0002,0.0012,0.700,0.700,0.700,0.700,2945,146,1233
1233,12.330,0.0000,0.0000,-0.0200,0.0017,0.0027,-9.8008,0.0003,-0.0006,-0.0004,0.700,0.700,0.700,0.700,2948,146,1234
1234,12.340,0.0000,0.0000,-0.0200,0.0026,0.0019,-9.8052,-0.0008,-0.0008,-0.0004,0.700,0.700,0.700,0.700,2950,146,1235
1235,12.350,0.0000,0.0000,-0.0200,0.0015,-0.0015,-9.8030,-0.0002,-0.0002,0.0008,0.700,0.700,0.700,0.700,2953,147,1236
1236,12.360,0.0000,0.0000,-0.0200,0.0034,0.0010,-9.8006,0.0016,-0.0020,-0.0001,0.700,0.700,0.700,0.700,2955,147,1237
1237,12.370,0.0000,0.0000,-0.0200,0.0013,-0.0011,-9.7971,0.0006,0.0012,-0.0002,0.700,0.700,0.700,0.700,2957,147,1238
1238,12.380,0.0000,0.0000,-0.0200,-0.0005,-0.0003,-9.7977,0.0005,0.0001,-0.0003,0.700,0.700,0.700,0.700,2959,147,1239
1239,12.390,0.0000,0.0000,-0.0200,-0.0002,0.0037,-9.7992,0.0006,-0.0010,0.0001,0.700,0.700,0.700,0.700,2961,147,1240
1240,12.400,0.0000,0.0000,-0.0200,0.0004,0.0032,-9.8007,-0.0001,-0.0007,-0.0014,0.700,0.700,0.700,0.700,2964,147,1241
1241,12.410,0.0000,0.0000,-0.0200,-0.0014,0.0016,-9.7993,0.0002,-0.0013,-0.0006,0.700,0.700,0.700,0.700,2966,147,1242
1242,12.420,0.0000,0.0000,-0.0200,0.0021,-0.0001,-9.7998,0.0000,0.0008,-0.0001,0.700,0.700,0.700,0.700,2969,147,1243
1243,12.430,0.0000,0.0000,-0.0200,0.0032,0.0026,-9.8044,-0.0004,-0.0002,0.0013,0.700,0.700,0.700,0.700,2971,147,1244
1244,12.440,0.0000,0.0000,-0.0200,-0.0014,-0.0016,-9.8013,-0.0017,0.0004,0.0015,0.700,0.700,0.700,0.700,2973,148,1245
1245,12.450,0.0000,0.0000,-0.0200,-0.0005,-0.0021,-9.7986,-0.0017,0.0005,0.0003,0.700,0.700,0.700,0.700,2975,148,1246
