step,t_s,n_m,e_m,d_m,ax_body,ay_body,az_body,gx_body,gy_body,gz_body,m0,m1,m2,m3,imu_recv,navsat_recv,motor_send
15,0.150,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,16
16,0.160,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,17
17,0.170,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,18
18,0.180,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,19
19,0.190,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,20
20,0.200,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,21
21,0.210,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,22
22,0.220,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,23
23,0.230,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,24
24,0.240,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,25
25,0.250,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,26
26,0.260,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,27
27,0.270,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,28
28,0.280,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,29
29,0.290,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,30
30,0.300,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,31
31,0.310,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,32
32,0.320,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,33
33,0.330,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,34
34,0.340,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,35
35,0.350,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,36
36,0.360,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,37
37,0.370,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,38
38,0.380,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,39
39,0.390,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,40
40,0.400,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,41
41,0.410,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,42
42,0.420,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,43
43,0.430,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,44
44,0.440,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,45
45,0.450,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,46
46,0.460,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,47
47,0.470,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,48
48,0.480,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,49
49,0.490,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,50
50,0.500,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,51
51,0.510,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,52
52,0.520,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,53
53,0.530,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,54
54,0.540,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,55
55,0.550,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,56
56,0.560,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,57
57,0.570,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,58
58,0.580,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,59
59,0.590,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,60
60,0.600,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,61
61,0.610,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,62
62,0.620,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,63
63,0.630,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,64
64,0.640,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,65
65,0.650,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,66
66,0.660,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,67
67,0.670,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,68
68,0.680,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,69
69,0.690,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,70
70,0.700,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,71
71,0.710,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,72
72,0.720,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,73
73,0.730,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,74
74,0.740,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,75
75,0.750,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,76
76,0.760,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,77
77,0.770,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,78
78,0.780,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,79
79,0.790,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,80
80,0.800,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,81
81,0.810,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,82
82,0.820,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,83
83,0.830,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,84
84,0.840,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,85
85,0.850,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,86
86,0.860,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,87
87,0.870,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,88
88,0.880,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,89
89,0.890,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,90
90,0.900,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,91
91,0.910,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,92
92,0.920,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,93
93,0.930,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,94
94,0.940,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,95
95,0.950,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,96
96,0.960,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,97
97,0.970,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,98
98,0.980,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,99
99,0.990,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,100
100,1.000,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,101
101,1.010,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,102
102,1.020,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,103
103,1.030,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,104
104,1.040,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,105
105,1.050,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,106
106,1.060,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,107
107,1.070,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,108
108,1.080,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,109
109,1.090,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,110
110,1.100,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,111
111,1.110,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,112
112,1.120,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,113
113,1.130,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,114
114,1.140,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,115
115,1.150,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,116
116,1.160,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,117
117,1.170,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,118
118,1.180,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,119
119,1.190,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,120
120,1.200,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,121
121,1.210,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,122
122,1.220,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,123
123,1.230,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,124
124,1.240,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,125
125,1.250,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,126
126,1.260,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,127
127,1.270,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,128
128,1.280,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,129
129,1.290,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,130
130,1.300,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,131
131,1.310,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,132
132,1.320,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,133
133,1.330,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,134
134,1.340,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,135
135,1.350,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,136
136,1.360,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,137
137,1.370,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,138
138,1.380,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,139
139,1.390,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,140
140,1.400,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,141
141,1.410,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,142
142,1.420,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,143
143,1.430,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,144
144,1.440,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,145
145,1.450,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,146
146,1.460,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,147
147,1.470,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,148
148,1.480,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,149
149,1.490,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,150
150,1.500,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,151
151,1.510,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,152
152,1.520,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,153
153,1.530,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,154
154,1.540,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,155
155,1.550,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,156
156,1.560,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,157
157,1.570,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,158
158,1.580,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,159
159,1.590,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,160
160,1.600,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,161
161,1.610,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,162
162,1.620,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,163
163,1.630,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,164
164,1.640,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,165
165,1.650,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,166
166,1.660,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,167
167,1.670,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,168
168,1.680,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,169
169,1.690,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,170
170,1.700,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,171
171,1.710,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,172
172,1.720,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,173
173,1.730,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,174
174,1.740,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,175
175,1.750,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,176
176,1.760,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,177
177,1.770,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,178
178,1.780,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,179
179,1.790,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,180
180,1.800,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,181
181,1.810,0.0000,0.0000,0.0000,0.0023,-0.0025,-9.7991,0.0002,0.0018,-0.0003,0.700,0.700,0.700,0.700,51,0,182
