step,t_s,n_m,e_m,d_m,ax_body,ay_body,az_body,gx_body,gy_body,gz_body,m0,m1,m2,m3,imu_recv,navsat_recv,motor_send
21,0.210,0.0039,0.0021,-0.1641,-0.3537,0.4771,-12.0981,-15.2718,-12.9948,-1.6955,0.000,0.000,0.000,1.000,99,13,22
22,0.220,0.0083,0.0050,-0.1893,-0.3539,0.5101,-12.2419,-17.4802,-14.6801,-1.8701,0.000,0.000,0.000,1.000,101,14,23
23,0.230,0.0083,0.0050,-0.1893,-0.3563,0.5508,-12.4099,-19.7427,-16.2982,-2.0484,0.000,0.000,0.000,1.000,103,14,24
24,0.240,0.0159,0.0103,-0.2132,-0.3475,0.5998,-12.6098,-22.0666,-17.8358,-2.2225,0.000,0.000,0.000,1.000,105,15,25
25,0.250,0.0159,0.0103,-0.2132,-0.3433,0.6784,-12.9412,-25.6691,-19.9767,-2.4880,0.000,0.000,0.000,1.000,108,15,26
26,0.260,0.0275,0.0183,-0.2334,-0.3391,0.7474,-13.1947,-28.1569,-21.2746,-2.6655,0.000,0.000,0.000,1.000,110,16,27
27,0.270,0.0429,0.0285,-0.2470,-0.3415,0.8535,-13.6022,-32.0179,-23.0030,-2.9292,0.000,0.000,0.000,1.000,113,17,28
28,0.280,0.0429,0.0285,-0.2470,-0.3363,0.9401,-13.8998,-34.6797,-23.9965,-3.1070,0.000,0.000,0.000,1.000,115,17,29
29,0.290,0.0598,0.0388,-0.2517,-0.3291,1.0310,-14.2158,-37.4095,-24.8401,-3.2818,0.000,0.000,0.000,1.000,117,18,30
30,0.300,0.0598,0.0388,-0.2517,-0.3102,1.1739,-14.7219,-41.6319,-25.8166,-3.5521,0.000,0.000,0.000,1.000,120,18,31
31,0.310,0.0750,0.0463,-0.2482,-0.2940,1.2797,-15.0820,-44.5262,-26.2529,-3.7317,0.000,0.000,0.000,1.000,122,19,32
32,0.320,0.0750,0.0463,-0.2482,-0.2753,1.3901,-15.4587,-47.4801,-26.5012,-3.9128,0.000,0.000,0.000,1.000,124,19,33
33,0.330,0.0864,0.0499,-0.2408,-0.2240,1.5530,-16.0583,-52.0058,-26.4947,-4.1851,0.000,0.000,0.000,1.000,127,20,34
34,0.340,0.0958,0.0516,-0.2345,-0.1833,1.6470,-16.4701,-55.0762,-26.2189,-4.3685,0.000,0.000,0.000,1.000,129,21,35
35,0.350,0.0958,0.0516,-0.2345,-0.1176,1.7278,-16.9071,-58.1780,-25.7088,-4.5522,0.000,0.000,0.000,1.000,131,21,36
36,0.360,0.1080,0.0556,-0.2289,0.0094,1.8032,-17.5849,-62.8614,-24.4844,-4.8265,0.000,0.000,0.000,1.000,134,22,37
37,0.370,0.1080,0.0556,-0.2289,0.1174,1.8297,-18.0537,-65.9849,-23.3505,-5.0062,0.000,0.000,0.000,1.000,136,22,38
38,0.380,0.1250,0.0626,-0.2171,0.2236,1.8714,-18.5297,-69.0893,-21.9493,-5.1827,0.000,0.000,0.000,1.000,138,23,39
39,0.390,0.1250,0.0626,-0.2171,0.3306,1.9500,-19.0095,-72.1573,-20.2709,-5.3593,0.000,0.000,0.896,1.000,140,23,40
40,0.400,0.1416,0.0679,-0.1954,0.4595,2.1744,-20.5007,-75.1189,-18.2691,-5.5427,0.000,0.000,0.000,1.000,142,24,41
41,0.410,0.1537,0.0687,-0.1709,0.6380,2.5052,-21.6123,-78.8673,-14.2037,-5.8594,0.000,0.000,0.000,1.000,145,25,42
42,0.420,0.1537,0.0687,-0.1709,0.7519,2.5671,-21.2041,-81.4010,-11.3126,-6.0602,0.000,0.000,0.000,1.000,147,25,43
43,0.430,0.1723,0.0722,-0.1593,0.1411,0.7647,-13.8785,-31.0324,23.2263,0.7192,0.000,1.000,0.000,0.000,149,26,44
44,0.440,0.1723,0.0722,-0.1593,0.0141,0.3453,-10.8429,-33.2064,20.4039,0.5400,0.000,0.000,1.000,0.000,152,26,45
45,0.450,0.2137,0.0852,-0.1746,0.0933,0.1224,-9.7297,-33.1161,19.2856,0.5201,0.000,0.000,1.000,0.000,154,27,46
46,0.460,0.2137,0.0852,-0.1746,0.2409,0.0178,-11.1043,-32.2997,19.5196,0.4295,0.000,0.000,1.000,0.000,156,27,47
47,0.470,0.2586,0.0979,-0.1841,0.4092,-0.0357,-12.5701,-30.1395,21.3365,0.2050,0.000,0.000,1.000,0.000,159,28,48
48,0.480,0.3049,0.1081,-0.1861,0.5015,-0.0446,-12.9723,-28.3773,23.0213,0.0293,0.000,0.000,1.000,0.000,161,29,49
49,0.490,0.3049,0.1081,-0.1861,0.5861,-0.0390,-13.1592,-26.4848,24.8878,-0.1570,0.000,0.000,1.000,0.000,163,29,50
50,0.500,0.3495,0.1149,-0.1812,0.7260,-0.0291,-13.2844,-23.4789,27.8700,-0.4232,0.000,0.000,1.000,0.000,166,30,51
51,0.510,0.3495,0.1149,-0.1812,0.8258,-0.0265,-13.3387,-21.3839,29.9236,-0.5945,0.000,0.000,1.000,0.000,168,30,52
52,0.520,0.3900,0.1186,-0.1719,0.9677,-0.0404,-13.4377,-18.1096,33.0603,-0.8388,0.000,1.000,0.000,0.000,171,31,53
53,0.530,0.4263,0.1211,-0.1612,0.8047,-0.0349,-10.6951,-16.1292,34.5344,-0.9248,0.000,0.000,1.000,0.000,173,32,54
54,0.540,0.4263,0.1211,-0.1612,0.8905,-0.0416,-11.4178,-14.2557,34.9907,-0.9239,0.000,0.000,1.000,0.000,175,32,55
55,0.550,0.4610,0.1243,-0.1507,1.0672,-0.1094,-12.7773,-11.1009,36.9851,-1.0419,0.000,0.882,1.000,0.000,178,33,56
56,0.560,0.4610,0.1243,-0.1507,1616.2837,48.0728,-526.3497,4.7192,17.7865,17.3281,1.000,0.000,0.000,0.000,180,33,57
57,0.570,0.4940,0.1337,-0.1488,0.4110,0.5756,-13.0530,3.9551,19.6247,17.1988,0.000,1.000,0.087,0.000,182,34,58
58,0.580,0.4940,0.1337,-0.1488,0.2565,0.8545,-10.9862,1.4950,20.9722,17.1645,0.000,0.163,1.000,0.000,184,34,59
59,0.590,0.5235,0.1549,-0.1655,0.0314,0.8585,-11.4891,-1.8683,21.0421,17.1478,0.000,0.000,1.000,0.000,187,35,60
60,0.600,0.5574,0.1767,-0.1786,0.0340,0.8392,-11.8318,-3.7398,21.5892,17.0270,0.000,0.000,1.000,0.000,189,36,61
61,0.610,0.5574,0.1767,-0.1786,-0.0134,0.8711,-12.1551,-6.4984,22.7234,16.7633,0.000,0.000,1.000,0.000,192,36,62
62,0.620,0.5956,0.1993,-0.1862,-0.0744,0.8993,-12.3075,-8.3690,23.3532,16.5671,0.000,0.000,1.000,0.000,194,37,63
63,0.630,0.5956,0.1993,-0.1862,-0.1490,0.9260,-12.4206,-10.2645,23.7712,16.3636,0.000,0.000,1.000,0.000,196,37,64
64,0.640,0.6369,0.2239,-0.1867,-0.2344,0.9430,-12.5062,-12.1490,23.9350,16.1598,0.000,0.000,1.000,0.000,198,38,65
65,0.650,0.6369,0.2239,-0.1867,-0.3221,0.9523,-12.5735,-13.9939,23.8439,15.9523,0.000,0.000,1.000,0.000,200,38,66
66,0.660,0.6791,0.2520,-0.1800,0.2618,-0.1294,-11.6517,7.2076,5.3936,12.3920,1.000,0.000,0.000,0.000,202,39,67
67,0.670,0.7239,0.2712,-0.1848,0.3569,0.2567,-8.9319,8.0415,9.4580,12.1806,0.000,1.000,0.000,0.000,205,40,68
68,0.680,0.7239,0.2712,-0.1848,0.1492,0.4740,-7.5524,7.0733,11.3653,12.1770,0.000,1.000,0.164,0.000,207,40,69
69,0.690,0.7676,0.2937,-0.1844,0.0002,0.4769,-9.4008,6.5989,11.8818,12.2203,0.000,0.639,1.000,0.000,209,41,70
70,0.700,0.7676,0.2937,-0.1844,0.1273,0.3733,-13.2334,6.9977,12.1936,12.2617,0.000,1.000,0.755,0.000,212,41,71
71,0.710,0.8090,0.3191,-0.1792,0.1733,0.3421,-15.8809,7.9018,12.8824,12.2517,0.000,0.371,1.000,0.000,214,42,72
72,0.720,0.8090,0.3191,-0.1792,0.3612,0.3139,-15.8597,8.9783,13.7528,12.2293,0.000,1.000,0.097,0.000,216,42,73
73,0.730,0.8461,0.3483,-0.1699,0.3368,0.4106,-13.7854,10.0034,15.4035,12.1998,0.000,1.000,0.000,0.000,219,43,74
74,0.740,0.8784,0.3807,-0.1580,0.3006,0.4355,-12.8064,10.3152,15.4602,12.2811,0.000,1.000,0.000,0.000,221,44,75
75,0.750,0.8784,0.3807,-0.1580,0.3089,0.4196,-12.3611,10.5231,15.1250,12.4012,1.000,0.022,0.000,0.000,223,44,76
76,0.760,0.9067,0.4148,-0.1448,0.6570,0.5832,-9.4311,9.8441,15.2504,12.5891,0.000,0.000,1.000,0.000,226,45,77
77,0.770,0.9067,0.4148,-0.1448,0.7431,0.5564,-8.5348,8.0161,16.6481,12.6517,1.000,0.270,0.000,0.000,228,45,78
78,0.780,0.9325,0.4495,-0.1309,0.8684,0.6073,-9.5332,6.3801,18.4526,12.6443,0.000,0.000,1.000,0.000,230,46,79
79,0.790,0.9572,0.4843,-0.1166,0.8871,0.6017,-10.4359,2.6441,21.2171,12.6625,0.000,0.000,1.000,0.000,233,47,80
80,0.800,0.9572,0.4843,-0.1166,0.8661,0.5269,-11.2568,0.9332,23.0366,12.5684,0.000,0.000,1.000,0.000,235,47,81
81,0.810,0.9823,0.5196,-0.1025,0.8041,0.5141,-12.0863,-1.1635,25.7220,12.3483,0.000,0.000,1.000,0.000,238,48,82
82,0.820,0.9823,0.5196,-0.1025,-2.5485,-0.1526,-17.5069,-4.6380,13.0475,-2.9154,1.000,0.000,0.000,0.000,240,48,83
83,0.830,0.9969,0.5451,-0.1122,0.3085,0.0164,-9.3894,-0.8250,11.2550,-0.7632,0.000,0.000,1.000,0.000,243,49,84
84,0.840,1.0081,0.5694,-0.1337,0.3417,-0.0835,-10.1593,-0.3002,12.7515,-0.8235,0.000,0.633,1.000,0.000,245,50,85
85,0.850,1.0081,0.5694,-0.1337,0.3609,-0.2011,-11.7197,1.0308,14.4867,-0.9235,1.000,0.000,0.000,0.000,247,50,86
86,0.860,1.0218,0.5968,-0.1527,0.3111,-0.1388,-11.2236,2.6769,16.0372,-1.0115,0.000,0.000,1.000,0.000,249,51,87
87,0.870,1.0218,0.5968,-0.1527,0.3344,-0.1513,-11.0340,3.5251,18.3674,-1.0340,1.000,0.927,0.000,0.000,252,51,88
88,0.880,1.0383,0.6278,-0.1680,0.2737,-0.0959,-13.2532,4.4811,19.8631,-1.0554,0.000,1.000,0.000,0.000,254,52,89
89,0.890,1.0579,0.6620,-0.1780,-0.0136,-0.1928,-13.2381,5.5778,20.3673,-0.8568,0.000,1.000,0.000,0.000,257,53,90
90,0.900,1.0579,0.6620,-0.1780,-0.1524,-0.2644,-12.5360,7.1024,19.2848,-0.7012,0.000,1.000,0.000,0.000,259,53,91
91,0.910,1.0808,0.6987,-0.1806,-0.2296,-0.3088,-12.2616,8.9145,17.6981,-0.5444,0.000,1.000,0.000,0.000,261,54,92
92,0.920,1.0808,0.6987,-0.1806,-0.2765,-0.3369,-12.1288,10.8369,15.8835,-0.3857,0.000,1.000,0.000,0.000,263,54,93
93,0.930,1.1061,0.7361,-0.1752,-0.3127,-0.3479,-12.0750,12.7990,13.9708,-0.2267,0.000,1.000,0.000,0.000,265,55,94
94,0.940,1.1061,0.7361,-0.1752,-0.3516,-0.3769,-12.0635,15.7448,11.0549,0.0109,0.000,1.000,0.000,0.000,268,55,95
95,0.950,1.1332,0.7722,-0.1616,-0.3633,-0.3941,-12.0915,17.6999,9.1194,0.1644,0.000,1.000,0.000,0.000,270,56,96
96,0.960,1.1567,0.8021,-0.1498,-2.5507,-0.6346,-7.8905,6.5627,-0.8462,-5.2869,0.000,0.000,0.000,1.000,273,57,97
97,0.970,1.1567,0.8021,-0.1498,-1.8822,1.4759,-8.2970,7.0913,-3.1308,-5.3591,1.000,0.738,0.000,0.000,275,57,98
98,0.980,1.1654,0.8182,-0.1600,-3.8446,3.5043,-8.8177,6.8710,-4.8611,-5.3747,1.000,0.641,0.000,0.013,277,58,99
99,0.990,1.1654,0.8182,-0.1600,-4.7974,6.2293,-11.7941,5.7297,-5.8533,-5.5499,1.000,0.798,0.000,0.000,280,58,100
100,1.000,1.1751,0.8302,-0.1667,-5.0218,7.2575,-13.6509,4.4012,-5.9068,-5.2729,0.684,1.000,0.000,0.388,282,59,101
101,1.010,1.1751,0.8302,-0.1667,-5.4805,7.4774,-14.8927,3.0645,-6.0032,-4.9324,1.000,0.974,0.000,0.510,284,59,102
102,1.020,1.1872,0.8366,-0.1712,-5.4440,7.3655,-19.0164,1.6072,-7.1342,-4.4414,1.000,0.196,0.000,0.758,287,60,103
103,1.030,1.2037,0.8374,-0.1735,-3.4440,7.1586,-19.7740,0.1525,-7.4437,-3.9773,1.000,0.433,0.000,0.773,289,61,104
104,1.040,1.2037,0.8374,-0.1735,-1.7903,5.8343,-21.1822,-1.7945,-7.1363,-3.4248,0.285,0.000,0.000,1.000,291,61,105
105,1.050,1.2269,0.8329,-0.1726,-0.2804,0.3472,-18.0855,-3.9598,-6.9413,-3.0519,0.000,0.000,0.000,1.000,293,62,106
106,1.060,1.2269,0.8329,-0.1726,-0.3407,0.3941,-13.9583,-7.6507,-8.1928,-3.1151,0.000,0.000,0.000,1.000,296,62,107
107,1.070,1.2562,0.8252,-0.1660,-0.3440,0.4181,-12.7993,-9.9960,-9.5352,-3.2384,0.000,0.000,0.000,1.000,298,63,108
108,1.080,1.2562,0.8252,-0.1660,-0.3266,0.4468,-12.3516,-12.3448,-10.9833,-3.3870,0.000,0.000,0.000,1.000,300,63,109
109,1.090,1.2898,0.8155,-0.1528,-0.2835,0.4908,-12.2426,-15.9492,-13.1230,-3.6306,0.000,0.000,0.000,1.000,303,64,110
110,1.100,1.3266,0.8049,-0.1322,-0.2443,0.5173,-12.3319,-18.4274,-14.4524,-3.7997,0.000,0.000,0.000,1.000,305,65,111
111,1.110,1.3266,0.8049,-0.1322,-0.1728,0.5644,-12.5679,-22.2770,-16.2337,-4.0540,0.000,0.000,0.000,1.000,308,65,112
112,1.120,1.3651,0.7943,-0.1031,-0.1195,0.5992,-12.7706,-24.9327,-17.2572,-4.2261,0.000,0.000,0.000,1.000,310,66,113
113,1.130,1.3651,0.7943,-0.1031,3.3944,7.6648,-6.3176,-1.6154,2.2670,-22.5138,0.000,1.000,0.000,0.000,312,66,114
114,1.140,1.3997,0.8007,-0.0865,1.8481,-6.0198,-4.9794,-1.7096,2.0821,-22.9270,0.000,1.000,0.000,0.010,314,67,115
115,1.150,1.3997,0.8007,-0.0865,2.4224,-4.4823,-6.2429,-0.9936,1.6898,-22.4336,0.000,1.000,0.000,0.000,316,67,116
116,1.160,1.4309,0.8143,-0.0733,6.6522,-9.1757,-4.9620,-4.4174,5.4046,-15.3864,0.000,0.000,1.000,0.000,318,68,117
117,1.170,1.4548,0.8222,-0.0588,5.1951,-5.0014,-4.5851,-2.9838,6.0844,-12.7459,0.000,1.000,0.000,0.000,321,69,118
118,1.180,1.4548,0.8222,-0.0588,7.2615,-6.0152,-3.8592,-1.7406,6.9691,-11.5588,0.000,1.000,0.000,0.000,323,69,119
119,1.190,1.4755,0.8280,-0.0393,9.8882,-7.1712,-2.3876,-0.8430,7.5363,-9.7523,0.000,1.000,0.000,0.000,325,70,120
120,1.200,1.4755,0.8280,-0.0393,10.8134,3.6027,11.4288,0.0037,-0.1170,-2.8365,1.000,0.000,0.000,0.000,328,70,121
121,1.210,1.4888,0.8292,-0.0266,17.4366,-0.3459,9.8094,0.0017,-0.0013,-1.7196,0.427,1.000,0.000,0.000,330,71,122
122,1.220,1.4888,0.8292,-0.0266,9.3398,12.1156,9.7847,-0.0003,-0.0013,-0.3769,0.114,1.000,0.000,0.000,332,71,123
123,1.230,1.4929,0.8280,-0.0267,2.9438,1.2763,9.7974,-0.0008,-0.0011,0.1338,0.461,1.000,0.000,0.000,335,72,124
124,1.240,1.4941,0.8281,-0.0267,2.2986,1.6305,9.7976,0.0008,-0.0002,0.2713,0.098,1.000,0.000,0.000,337,73,125
125,1.250,1.4941,0.8281,-0.0267,1.9193,2.0561,9.7963,0.0005,0.0012,0.4676,0.227,1.000,0.000,0.000,339,73,126
126,1.260,1.4943,0.8288,-0.0267,1.6597,2.3539,9.7963,-0.0008,0.0009,0.7383,0.397,1.000,0.000,0.000,341,74,127
127,1.270,1.4943,0.8288,-0.0267,1.2600,2.3547,9.7973,0.0008,0.0004,1.1942,0.581,1.000,0.000,0.000,344,74,128
128,1.280,1.4936,0.8301,-0.0267,0.9299,2.0245,9.7976,-0.0005,0.0033,1.4758,0.565,1.000,0.000,0.000,346,75,129
129,1.290,1.4922,0.8322,-0.0267,1.6580,1.6343,9.8014,0.0005,0.0042,1.7798,0.662,1.000,0.000,0.000,349,76,130
130,1.300,1.4922,0.8322,-0.0267,-0.8742,-0.0248,9.7980,-0.0011,0.0028,1.9054,0.730,1.000,0.000,0.000,351,76,131
131,1.310,1.4902,0.8348,-0.0268,1.8037,5.5863,9.7917,0.0001,0.0030,2.6481,0.996,1.000,0.310,0.000,354,77,132
132,1.320,1.4902,0.8348,-0.0268,4.2165,13.2301,9.7850,-0.0025,0.0068,4.1281,1.000,0.372,0.144,0.000,356,77,133
133,1.330,1.4875,0.8396,-0.0268,4.5361,14.7789,9.7791,-0.0020,0.0094,6.8974,1.000,0.605,0.376,0.000,359,78,134
134,1.340,1.4829,0.8498,-0.0268,3.0373,12.0024,9.7886,-0.0040,0.0101,8.5593,1.000,0.652,0.424,0.000,361,79,135
135,1.350,1.4829,0.8498,-0.0268,4.6193,10.6894,9.7816,-0.0026,0.0128,9.8460,1.000,0.186,0.000,0.000,363,79,136
136,1.360,1.4769,0.8649,-0.0268,5.4717,8.2215,9.7911,-0.0041,0.0158,10.9571,0.995,1.000,0.772,0.000,365,80,137
137,1.370,1.4769,0.8649,-0.0268,5.9992,5.8271,9.7955,-0.0034,0.0161,11.8972,1.000,0.000,0.000,0.000,367,80,138
138,1.380,1.4694,0.8839,-0.0268,7.6714,3.7027,9.7854,-0.0055,0.0160,13.4325,0.705,1.000,0.773,0.000,370,81,139
139,1.390,1.4694,0.8839,-0.0268,8.8932,6.8693,9.7793,-0.0062,0.0172,13.5315,1.000,0.000,0.000,0.000,372,81,140
140,1.400,1.4597,0.9064,-0.0269,0.8331,-0.2680,9.7922,-0.0074,0.0183,12.6458,0.377,1.000,0.773,0.000,375,82,141
141,1.410,1.4498,0.9305,-0.0269,-13.8122,3.1117,9.7912,-0.0043,0.0142,11.7510,1.000,0.978,0.748,0.000,377,83,142
142,1.420,1.4498,0.9305,-0.0269,-4.1510,8.3784,9.7874,-0.0036,0.0125,9.6162,1.000,0.000,0.000,0.000,380,83,143
143,1.430,1.4430,0.9524,-0.0269,0.8488,-2.9213,9.8017,-0.0030,0.0108,7.9544,0.322,1.000,0.771,0.000,382,84,144
144,1.440,1.4430,0.9524,-0.0269,-0.5973,-1.3463,9.8010,-0.0008,0.0070,6.0685,1.000,0.391,0.000,0.000,384,84,145
145,1.450,1.4379,0.9738,-0.0269,-5.4408,20.3662,9.7715,-0.0023,0.0041,4.7972,0.000,1.000,0.359,0.000,386,85,146
146,1.460,1.4360,0.9948,-0.0269,-4.7073,8.1559,9.7847,-0.0004,0.0049,4.3278,0.786,1.000,0.480,0.000,389,86,147
147,1.470,1.4360,0.9948,-0.0269,-5.9371,19.8498,9.7726,-0.0026,0.0057,3.9005,1.000,0.446,0.000,0.000,391,86,148
148,1.480,1.4400,1.0144,-0.0270,-3.2347,7.7643,9.7919,-0.0019,0.0070,4.8918,0.454,1.000,0.770,0.000,394,87,149
149,1.490,1.4400,1.0144,-0.0270,-2.2198,6.9910,9.7905,-0.0004,0.0079,5.7982,1.000,0.275,0.045,0.000,396,87,150
150,1.500,1.4480,1.0325,-0.0270,-1.3398,6.8592,9.7930,-0.0030,0.0091,6.5304,0.391,1.000,0.772,0.000,398,88,151
151,1.510,1.4586,1.0497,-0.0270,-1.8333,5.1621,9.7921,-0.0028,0.0105,7.5136,0.814,1.000,0.771,0.000,401,89,152
152,1.520,1.4586,1.0497,-0.0270,-2.3283,4.5506,9.7902,-0.0032,0.0081,7.9448,1.000,0.482,0.253,0.000,403,89,153
153,1.530,1.4711,1.0658,-0.0270,14.5248,5.6232,9.7822,-0.0035,0.0090,9.3443,0.071,1.000,0.771,0.000,406,90,154
154,1.540,1.4711,1.0658,-0.0270,20.3200,7.1757,9.7781,-0.0037,0.0114,11.0439,1.000,0.587,0.358,0.000,408,90,155
155,1.550,1.4870,1.0837,-0.0270,-20.0224,1.4451,9.7848,-0.0048,0.0140,10.4722,0.325,1.000,0.772,0.000,410,91,156
156,1.560,1.5029,1.0996,-0.0271,-7.0802,-0.0412,9.7932,-0.0014,0.0111,9.9649,0.768,1.000,0.768,0.000,413,92,157
157,1.570,1.5029,1.0996,-0.0271,-6.3567,1.8837,9.7975,-0.0017,0.0124,9.9931,0.771,1.000,0.771,0.000,415,92,158
158,1.580,1.5169,1.1131,-0.0271,-11.3956,10.6970,9.7796,-0.0046,0.0111,9.5701,0.764,1.000,0.773,0.000,417,93,159
159,1.590,1.5169,1.1131,-0.0271,-10.9488,11.8112,9.7821,-0.0017,0.0102,8.0222,0.766,1.000,0.768,0.000,419,93,160
160,1.600,1.5294,1.1218,-0.0271,14.5068,12.3963,9.7779,-0.0055,0.0031,5.7305,0.040,1.000,0.041,0.000,422,94,161
161,1.610,1.5294,1.1218,-0.0271,7.4462,13.3280,9.7796,-0.0035,0.0032,4.6083,0.274,1.000,0.275,0.000,424,94,162
162,1.620,1.5441,1.1259,-0.0271,4.4916,13.8922,9.7806,-0.0028,0.0026,3.9351,0.320,1.000,0.321,0.000,426,95,163
163,1.630,1.5630,1.1257,-0.0271,4.0713,13.8333,9.7791,-0.0002,0.0037,3.1411,0.105,1.000,0.106,0.000,429,96,164
164,1.640,1.5630,1.1257,-0.0271,-13.8813,-4.3561,9.8059,-0.0002,0.0029,2.7535,0.215,1.000,0.447,0.000,431,96,165
165,1.650,1.5823,1.1223,-0.0272,-13.4694,-4.0365,9.8092,-0.0006,0.0019,2.5277,0.193,1.000,0.039,0.000,433,97,166
166,1.660,1.5823,1.1223,-0.0272,-13.2559,-3.6474,9.8036,-0.0000,0.0020,2.2331,0.151,1.000,0.631,0.000,435,97,167
167,1.670,1.5962,1.1192,-0.0272,-13.6565,-4.1451,9.8031,0.0003,0.0006,2.0042,0.096,1.000,0.000,0.000,437,98,168
168,1.680,1.5962,1.1192,-0.0272,-13.0079,-3.4545,9.8000,0.0021,0.0011,1.4039,0.000,1.000,0.499,0.000,440,98,169
169,1.690,1.6044,1.1169,-0.0272,-13.2955,-4.0247,9.8029,0.0004,-0.0003,1.1351,0.000,1.000,0.000,0.000,442,99,170
170,1.700,1.6072,1.1155,-0.0272,-1.5938,-3.5720,9.8033,0.0013,0.0020,0.6148,0.000,1.000,0.139,0.000,445,100,171
171,1.710,1.6072,1.1155,-0.0272,-1.0766,-2.9612,9.7996,0.0025,-0.0012,0.2205,0.000,1.000,0.142,0.000,447,100,172
172,1.720,1.6073,1.1151,-0.0273,-0.9599,-2.6867,9.8022,0.0004,-0.0024,-0.1304,0.000,1.000,0.000,0.000,449,101,173
173,1.730,1.6073,1.1151,-0.0273,0.1039,0.3009,9.7980,0.0012,-0.0007,-0.0548,0.000,1.000,0.181,0.000,452,101,174
174,1.740,1.6073,1.1153,-0.0273,0.0058,0.0390,9.7997,-0.0004,-0.0031,-0.0533,0.000,1.000,0.158,0.000,454,102,175
175,1.750,1.6073,1.1153,-0.0273,0.0240,0.0886,9.7995,0.0005,-0.0009,-0.0432,0.000,1.000,0.159,0.000,456,102,176
176,1.760,1.6073,1.1153,-0.0273,0.0220,0.0706,9.8004,0.0006,-0.0001,-0.0295,0.000,1.000,0.189,0.000,459,103,177
177,1.770,1.6072,1.1154,-0.0273,0.0129,0.0447,9.8010,0.0011,-0.0000,-0.0254,0.000,1.000,0.193,0.000,461,104,178
178,1.780,1.6072,1.1154,-0.0273,0.0144,0.0481,9.7974,0.0002,-0.0014,-0.0223,0.000,1.000,0.204,0.000,463,104,179
