t_s,altitude_m,commanded_m
0.8440,0.8979,2.0000
0.8480,0.9044,2.0000
0.8520,0.9109,2.0000
0.8560,0.9174,2.0000
0.8600,0.9240,2.0000
0.8640,0.9305,2.0000
0.8680,0.9370,2.0000
0.8720,0.9435,2.0000
0.8760,0.9500,2.0000
0.8800,0.9566,2.0000
0.8840,0.9631,2.0000
0.8880,0.9696,2.0000
0.8920,0.9761,2.0000
0.8960,0.9827,2.0000
0.9000,0.9892,2.0000
0.9040,0.9957,2.0000
0.9080,1.0022,2.0000
0.9120,1.0088,2.0000
0.9160,1.0153,2.0000
0.9200,1.0218,2.0000
0.9240,1.0283,2.0000
0.9280,1.0348,2.0000
0.9320,1.0413,2.0000
0.9360,1.0478,2.0000
0.9400,1.0543,2.0000
0.9440,1.0608,2.0000
0.9480,1.0673,2.0000
0.9520,1.0738,2.0000
0.9560,1.0803,2.0000
0.9600,1.0868,2.0000
0.9640,1.0933,2.0000
0.9680,1.0997,2.0000
0.9720,1.1062,2.0000
0.9760,1.1127,2.0000
0.9800,1.1191,2.0000
0.9840,1.1256,2.0000
0.9880,1.1320,2.0000
0.9920,1.1385,2.0000
0.9960,1.1449,2.0000
1.0000,1.1513,2.0000
1.0040,1.1577,2.0000
1.0080,1.1641,2.0000
1.0120,1.1706,2.0000
1.0160,1.1769,2.0000
1.0200,1.1833,2.0000
1.0240,1.1897,2.0000
1.0280,1.1961,2.0000
1.0320,1.2024,2.0000
1.0360,1.2088,2.0000
1.0400,1.2151,2.0000
1.0440,1.2215,2.0000
1.0480,1.2278,2.0000
1.0520,1.2341,2.0000
1.0560,1.2404,2.0000
1.0600,1.2467,2.0000
1.0640,1.2530,2.0000
1.0680,1.2593,2.0000
1.0720,1.2655,2.0000
1.0760,1.2718,2.0000
1.0800,1.2780,2.0000
1.0840,1.2843,2.0000
1.0880,1.2905,2.0000
1.0920,1.2967,2.0000
1.0960,1.3029,2.0000
1.1000,1.3091,2.0000
1.1040,1.3152,2.0000
1.1080,1.3214,2.0000
1.1120,1.3275,2.0000
1.1160,1.3337,2.0000
1.1200,1.3398,2.0000
1.1240,1.3459,2.0000
1.1280,1.3520,2.0000
1.1320,1.3580,2.0000
1.1360,1.3641,2.0000
1.1400,1.3701,2.0000
1.1440,1.3762,2.0000
1.1480,1.3822,2.0000
1.1520,1.3882,2.0000
1.1560,1.3942,2.0000
1.1600,1.4002,2.0000
1.1640,1.4061,2.0000
1.1680,1.4121,2.0000
1.1720,1.4180,2.0000
1.1760,1.4239,2.0000
1.1800,1.4298,2.0000
1.1840,1.4357,2.0000
1.1880,1.4415,2.0000
1.1920,1.4474,2.0000
1.1960,1.4532,2.0000
1.2000,1.4590,2.0000
1.2040,1.4648,2.0000
1.2080,1.4705,2.0000
1.2120,1.4763,2.0000
1.2160,1.4820,2.0000
1.2200,1.4878,2.0000
1.2240,1.4935,2.0000
1.2280,1.4991,2.0000
1.2320,1.5048,2.0000
1.2360,1.5105,2.0000
1.2400,1.5161,2.0000
1.2440,1.5217,2.0000
1.2480,1.5273,2.0000
1.2520,1.5328,2.0000
1.2560,1.5384,2.0000
1.2600,1.5439,2.0000
1.2640,1.5494,2.0000
1.2680,1.5549,2.0000
1.2720,1.5604,2.0000
1.2760,1.5658,2.0000
1.2800,1.5713,2.0000
1.2840,1.5767,2.0000
1.2880,1.5821,2.0000
1.2920,1.5874,2.0000
1.2960,1.5928,2.0000
1.3000,1.5981,2.0000
1.3040,1.6034,2.0000
1.3080,1.6087,2.0000
1.3120,1.6139,2.0000
1.3160,1.6192,2.0000
1.3200,1.6244,2.0000
1.3240,1.6296,2.0000
1.3280,1.6347,2.0000
1.3320,1.6399,2.0000
1.3360,1.6450,2.0000
1.3400,1.6501,2.0000
1.3440,1.6552,2.0000
1.3480,1.6602,2.0000
1.3520,1.6653,2.0000
1.3560,1.6703,2.0000
1.3600,1.6753,2.0000
1.3640,1.6802,2.0000
1.3680,1.6852,2.0000
1.3720,1.6901,2.0000
1.3760,1.6950,2.0000
1.3800,1.6999,2.0000
1.3840,1.7047,2.0000
1.3880,1.7095,2.0000
1.3920,1.7143,2.0000
1.3960,1.7191,2.0000
1.4000,1.7238,2.0000
1.4040,1.7286,2.0000
1.4080,1.7333,2.0000
1.4120,1.7379,2.0000
1.4160,1.7426,2.0000
1.4200,1.7472,2.0000
1.4240,1.7518,2.0000
1.4280,1.7564,2.0000
1.4320,1.7609,2.0000
1.4360,1.7655,2.0000
1.4400,1.7700,2.0000
1.4440,1.7744,2.0000
1.4480,1.7789,2.0000
1.4520,1.7833,2.0000
1.4560,1.7877,2.0000
1.4600,1.7921,2.0000
1.4640,1.7964,2.0000
1.4680,1.8007,2.0000
1.4720,1.8050,2.0000
1.4760,1.8093,2.0000
1.4800,1.8135,2.0000
1.4840,1.8177,2.0000
1.4880,1.8219,2.0000
1.4920,1.8261,2.0000
1.4960,1.8302,2.0000
1.5000,1.8343,2.0000
1.5040,1.8384,2.0000
1.5080,1.8424,2.0000
1.5120,1.8465,2.0000
1.5160,1.8505,2.0000
1.5200,1.8544,2.0000
1.5240,1.8584,2.0000
1.5280,1.8623,2.0000
1.5320,1.8662,2.0000
1.5360,1.8701,2.0000
1.5400,1.8739,2.0000
1.5440,1.8777,2.0000
1.5480,1.8815,2.0000
1.5520,1.8852,2.0000
1.5560,1.8890,2.0000
1.5600,1.8927,2.0000
1.5640,1.8963,2.0000
1.5680,1.9000,2.0000
1.5720,1.9036,2.0000
1.5760,1.9072,2.0000
1.5800,1.9107,2.0000
1.5840,1.9143,2.0000
1.5880,1.9178,2.0000
1.5920,1.9212,2.0000
1.5960,1.9247,2.0000
1.6000,1.9281,2.0000
1.6040,1.9315,2.0000
1.6080,1.9349,2.0000
1.6120,1.9382,2.0000
1.6160,1.9415,2.0000
1.6200,1.9448,2.0000
1.6240,1.9480,2.0000
1.6280,1.9513,2.0000
1.6320,1.9544,2.0000
1.6360,1.9576,2.0000
1.6400,1.9607,2.0000
1.6440,1.9639,2.0000
1.6480,1.9669,2.0000
1.6520,1.9700,2.0000
1.6560,1.9730,2.0000
1.6600,1.9760,2.0000
1.6640,1.9790,2.0000
1.6680,1.9819,2.0000
1.6720,1.9848,2.0000
1.6760,1.9877,2.0000
1.6800,1.9906,2.0000
1.6840,1.9934,2.0000
1.6880,1.9962,2.0000
1.6920,1.9990,2.0000
1.6960,2.0017,2.0000
1.7000,2.0044,2.0000
1.7040,2.0071,2.0000
1.7080,2.0097,2.0000
1.7120,2.0124,2.0000
1.7160,2.0150,2.0000
1.7200,2.0175,2.0000
1.7240,2.0201,2.0000
1.7280,2.0226,2.0000
1.7320,2.0251,2.0000
1.7360,2.0275,2.0000
1.7400,2.0300,2.0000
1.7440,2.0324,2.0000
1.7480,2.0347,2.0000
1.7520,2.0371,2.0000
1.7560,2.0394,2.0000
1.7600,2.0417,2.0000
1.7640,2.0439,2.0000
1.7680,2.0462,2.0000
1.7720,2.0484,2.0000
1.7760,2.0505,2.0000
1.7800,2.0527,2.0000
1.7840,2.0548,2.0000
1.7880,2.0569,2.0000
1.7920,2.0590,2.0000
1.7960,2.0610,2.0000
1.8000,2.0630,2.0000
1.8040,2.0650,2.0000
1.8080,2.0670,2.0000
1.8120,2.0689,2.0000
1.8160,2.0708,2.0000
1.8200,2.0727,2.0000
1.8240,2.0745,2.0000
1.8280,2.0763,2.0000
1.8320,2.0781,2.0000
1.8360,2.0799,2.0000
1.8400,2.0817,2.0000
1.8440,2.0834,2.0000
1.8480,2.0851,2.0000
1.8520,2.0867,2.0000
1.8560,2.0884,2.0000
1.8600,2.0900,2.0000
1.8640,2.0916,2.0000
1.8680,2.0932,2.0000
1.8720,2.0947,2.0000
1.8760,2.0962,2.0000
1.8800,2.0977,2.0000
1.8840,2.0992,2.0000
1.8880,2.1006,2.0000
1.8920,2.1021,2.0000
1.8960,2.1035,2.0000
1.9000,2.1048,2.0000
1.9040,2.1062,2.0000
1.9080,2.1075,2.0000
1.9120,2.1088,2.0000
1.9160,2.1101,2.0000
1.9200,2.1113,2.0000
1.9240,2.1126,2.0000
1.9280,2.1138,2.0000
1.9320,2.1150,2.0000
1.9360,2.1161,2.0000
1.9400,2.1173,2.0000
1.9440,2.1184,2.0000
1.9480,2.1195,2.0000
1.9520,2.1205,2.0000
1.9560,2.1216,2.0000
1.9600,2.1226,2.0000
1.9640,2.1236,2.0000
1.9680,2.1246,2.0000
1.9720,2.1256,2.0000
1.9760,2.1265,2.0000
1.9800,2.1274,2.0000
1.9840,2.1283,2.0000
1.9880,2.1292,2.0000
1.9920,2.1300,2.0000
1.9960,2.1309,2.0000
2.0000,2.1317,2.0000
2.0040,2.1325,2.0000
2.0080,2.1332,2.0000
2.0120,2.1340,2.0000
2.0160,2.1347,2.0000
2.0200,2.1354,2.0000
2.0240,2.1361,2.0000
2.0280,2.1367,2.0000
2.0320,2.1374,2.0000
2.0360,2.1380,2.0000
2.0400,2.1386,2.0000
2.0440,2.1392,2.0000
2.0480,2.1398,2.0000
2.0520,2.1403,2.0000
2.0560,2.1408,2.0000
2.0600,2.1413,2.0000
2.0640,2.1418,2.0000
2.0680,2.1423,2.0000
2.0720,2.1427,2.0000
2.0760,2.1431,2.0000
2.0800,2.1435,2.0000
2.0840,2.1439,2.0000
2.0880,2.1443,2.0000
2.0920,2.1447,2.0000
2.0960,2.1450,2.0000
2.1000,2.1453,2.0000
2.1040,2.1456,2.0000
2.1080,2.1459,2.0000
2.1120,2.1461,2.0000
2.1160,2.1464,2.0000
2.1200,2.1466,2.0000
2.1240,2.1468,2.0000
2.1280,2.1470,2.0000
2.1320,2.1472,2.0000
2.1360,2.1473,2.0000
2.1400,2.1474,2.0000
2.1440,2.1476,2.0000
2.1480,2.1477,2.0000
2.1520,2.1477,2.0000
2.1560,2.1478,2.0000
2.1600,2.1479,2.0000
2.1640,2.1479,2.0000
2.1680,2.1479,2.0000
2.1720,2.1479,2.0000
2.1760,2.1479,2.0000
2.1800,2.1478,2.0000
2.1840,2.1478,2.0000
2.1880,2.1477,2.0000
2.1920,2.1476,2.0000
2.1960,2.1475,2.0000
2.2000,2.1474,2.0000
2.2040,2.1473,2.0000
2.2080,2.1472,2.0000
2.2120,2.1470,2.0000
2.2160,2.1468,2.0000
2.2200,2.1466,2.0000
2.2240,2.1464,2.0000
2.2280,2.1462,2.0000
2.2320,2.1460,2.0000
2.2360,2.1457,2.0000
2.2400,2.1454,2.0000
2.2440,2.1451,2.0000
2.2480,2.1448,2.0000
2.2520,2.1445,2.0000
2.2560,2.1442,2.0000
2.2600,2.1439,2.0000
2.2640,2.1435,2.0000
2.2680,2.1431,2.0000
2.2720,2.1428,2.0000
2.2760,2.1424,2.0000
2.2800,2.1419,2.0000
2.2840,2.1415,2.0000
2.2880,2.1411,2.0000
2.2920,2.1406,2.0000
2.2960,2.1402,2.0000
2.3000,2.1397,2.0000
2.3040,2.1392,2.0000
2.3080,2.1387,2.0000
2.3120,2.1382,2.0000
2.3160,2.1376,2.0000
2.3200,2.1371,2.0000
2.3240,2.1365,2.0000
2.3280,2.1360,2.0000
2.3320,2.1354,2.0000
2.3360,2.1348,2.0000
2.3400,2.1342,2.0000
2.3440,2.1335,2.0000
2.3480,2.1329,2.0000
2.3520,2.1323,2.0000
2.3560,2.1316,2.0000
2.3600,2.1309,2.0000
2.3640,2.1303,2.0000
2.3680,2.1296,2.0000
2.3720,2.1289,2.0000
2.3760,2.1281,2.0000
2.3800,2.1274,2.0000
2.3840,2.1267,2.0000
2.3880,2.1259,2.0000
2.3920,2.1252,2.0000
2.3960,2.1244,2.0000
2.4000,2.1236,2.0000
2.4040,2.1228,2.0000
2.4080,2.1220,2.0000
2.4120,2.1212,2.0000
2.4160,2.1203,2.0000
2.4200,2.1195,2.0000
2.4240,2.1187,2.0000
2.4280,2.1178,2.0000
2.4320,2.1169,2.0000
2.4360,2.1160,2.0000
2.4400,2.1152,2.0000
2.4440,2.1143,2.0000
2.4480,2.1133,2.0000
2.4520,2.1124,2.0000
2.4560,2.1115,2.0000
2.4600,2.1106,2.0000
2.4640,2.1096,2.0000
2.4680,2.1087,2.0000
2.4720,2.1077,2.0000
2.4760,2.1067,2.0000
2.4800,2.1057,2.0000
2.4840,2.1047,2.0000
2.4880,2.1037,2.0000
2.4920,2.1027,2.0000
2.4960,2.1017,2.0000
2.5000,2.1007,2.0000
2.5040,2.0996,2.0000
2.5080,2.0986,2.0000
2.5120,2.0975,2.0000
2.5160,2.0965,2.0000
2.5200,2.0954,2.0000
2.5240,2.0943,2.0000
2.5280,2.0932,2.0000
2.5320,2.0921,2.0000
2.5360,2.0910,2.0000
2.5400,2.0899,2.0000
2.5440,2.0888,2.0000
2.5480,2.0877,2.0000
2.5520,2.0866,2.0000
2.5560,2.0854,2.0000
2.5600,2.0843,2.0000
2.5640,2.0831,2.0000
2.5680,2.0820,2.0000
2.5720,2.0808,2.0000
2.5760,2.0796,2.0000
2.5800,2.0785,2.0000
2.5840,2.0773,2.0000
2.5880,2.0761,2.0000
2.5920,2.0749,2.0000
2.5960,2.0737,2.0000
2.6000,2.0725,2.0000
2.6040,2.0713,2.0000
2.6080,2.0701,2.0000
2.6120,2.0688,2.0000
2.6160,2.0676,2.0000
2.6200,2.0664,2.0000
2.6240,2.0651,2.0000
2.6280,2.0639,2.0000
2.6320,2.0626,2.0000
2.6360,2.0614,2.0000
2.6400,2.0601,2.0000
2.6440,2.0588,2.0000
2.6480,2.0576,2.0000
2.6520,2.0563,2.0000
2.6560,2.0550,2.0000
2.6600,2.0537,2.0000
2.6640,2.0524,2.0000
2.6680,2.0511,2.0000
2.6720,2.0498,2.0000
2.6760,2.0485,2.0000
2.6800,2.0472,2.0000
2.6840,2.0459,2.0000
2.6880,2.0446,2.0000
2.6920,2.0433,2.0000
2.6960,2.0420,2.0000
2.7000,2.0406,2.0000
2.7040,2.0393,2.0000
2.7080,2.0380,2.0000
2.7120,2.0366,2.0000
2.7160,2.0353,2.0000
2.7200,2.0340,2.0000
2.7240,2.0326,2.0000
2.7280,2.0313,2.0000
2.7320,2.0299,2.0000
2.7360,2.0286,2.0000
2.7400,2.0272,2.0000
2.7440,2.0259,2.0000
2.7480,2.0245,2.0000
2.7520,2.0232,2.0000
2.7560,2.0218,2.0000
2.7600,2.0204,2.0000
2.7640,2.0191,2.0000
2.7680,2.0177,2.0000
2.7720,2.0163,2.0000
2.7760,2.0150,2.0000
2.7800,2.0136,2.0000
2.7840,2.0122,2.0000
2.7880,2.0108,2.0000
2.7920,2.0095,2.0000
2.7960,2.0081,2.0000
2.8000,2.0067,2.0000
2.8040,2.0053,2.0000
2.8080,2.0039,2.0000
2.8120,2.0026,2.0000
2.8160,2.0012,2.0000
2.8200,1.9998,2.0000
2.8240,1.9984,2.0000
2.8280,1.9970,2.0000
2.8320,1.9957,2.0000
2.8360,1.9943,2.0000
2.8400,1.9929,2.0000
2.8440,1.9915,2.0000
2.8480,1.9901,2.0000
2.8520,1.9887,2.0000
2.8560,1.9874,2.0000
2.8600,1.9860,2.0000
2.8640,1.9846,2.0000
2.8680,1.9832,2.0000
2.8720,1.9818,2.0000
2.8760,1.9805,2.0000
2.8800,1.9791,2.0000
2.8840,1.9777,2.0000
2.8880,1.9763,2.0000
2.8920,1.9749,2.0000
2.8960,1.9736,2.0000
2.9000,1.9722,2.0000
2.9040,1.9708,2.0000
2.9080,1.9694,2.0000
2.9120,1.9681,2.0000
2.9160,1.9667,2.0000
2.9200,1.9653,2.0000
2.9240,1.9640,2.0000
2.9280,1.9626,2.0000
2.9320,1.9613,2.0000
2.9360,1.9599,2.0000
2.9400,1.9585,2.0000
2.9440,1.9572,2.0000
2.9480,1.9558,2.0000
2.9520,1.9545,2.0000
2.9560,1.9531,2.0000
2.9600,1.9518,2.0000
2.9640,1.9504,2.0000
2.9680,1.9491,2.0000
2.9720,1.9478,2.0000
2.9760,1.9464,2.0000
2.9800,1.9451,2.0000
2.9840,1.9438,2.0000
2.9880,1.9424,2.0000
2.9920,1.9411,2.0000
2.9960,1.9398,2.0000
3.0000,1.9385,2.0000
3.0040,1.9372,2.0000
3.0080,1.9359,2.0000
3.0120,1.9345,2.0000
3.0160,1.9332,2.0000
3.0200,1.9319,2.0000
3.0240,1.9307,2.0000
3.0280,1.9294,2.0000
3.0320,1.9281,2.0000
3.0360,1.9268,2.0000
3.0400,1.9255,2.0000
3.0440,1.9242,2.0000
3.0480,1.9230,2.0000
3.0520,1.9217,2.0000
3.0560,1.9204,2.0000
3.0600,1.9192,2.0000
3.0640,1.9179,2.0000
3.0680,1.9167,2.0000
3.0720,1.9154,2.0000
3.0760,1.9142,2.0000
3.0800,1.9129,2.0000
3.0840,1.9117,2.0000
3.0880,1.9105,2.0000
3.0920,1.9092,2.0000
3.0960,1.9080,2.0000
3.1000,1.9068,2.0000
3.1040,1.9056,2.0000
3.1080,1.9044,2.0000
3.1120,1.9032,2.0000
3.1160,1.9020,2.0000
3.1200,1.9008,2.0000
3.1240,1.8996,2.0000
3.1280,1.8985,2.0000
3.1320,1.8973,2.0000
3.1360,1.8961,2.0000
3.1400,1.8950,2.0000
3.1440,1.8938,2.0000
3.1480,1.8927,2.0000
3.1520,1.8915,2.0000
3.1560,1.8904,2.0000
3.1600,1.8892,2.0000
3.1640,1.8881,2.0000
3.1680,1.8870,2.0000
3.1720,1.8859,2.0000
3.1760,1.8848,2.0000
3.1800,1.8837,2.0000
3.1840,1.8826,2.0000
3.1880,1.8815,2.0000
3.1920,1.8804,2.0000
3.1960,1.8793,2.0000
3.2000,1.8782,2.0000
3.2040,1.8772,2.0000
3.2080,1.8761,2.0000
3.2120,1.8751,2.0000
3.2160,1.8740,2.0000
3.2200,1.8730,2.0000
3.2240,1.8720,2.0000
3.2280,1.8709,2.0000
3.2320,1.8699,2.0000
3.2360,1.8689,2.0000
3.2400,1.8679,2.0000
3.2440,1.8669,2.0000
3.2480,1.8659,2.0000
3.2520,1.8649,2.0000
3.2560,1.8639,2.0000
3.2600,1.8630,2.0000
3.2640,1.8620,2.0000
3.2680,1.8610,2.0000
3.2720,1.8601,2.0000
3.2760,1.8591,2.0000
3.2800,1.8582,2.0000
3.2840,1.8573,2.0000
3.2880,1.8564,2.0000
3.2920,1.8554,2.0000
3.2960,1.8545,2.0000
3.3000,1.8536,2.0000
3.3040,1.8528,2.0000
3.3080,1.8519,2.0000
3.3120,1.8510,2.0000
3.3160,1.8501,2.0000
3.3200,1.8493,2.0000
3.3240,1.8484,2.0000
3.3280,1.8476,2.0000
3.3320,1.8467,2.0000
3.3360,1.8459,2.0000
3.3400,1.8451,2.0000
3.3440,1.8443,2.0000
3.3480,1.8434,2.0000
3.3520,1.8426,2.0000
3.3560,1.8419,2.0000
3.3600,1.8411,2.0000
3.3640,1.8403,2.0000
3.3680,1.8395,2.0000
3.3720,1.8388,2.0000
3.3760,1.8380,2.0000
3.3800,1.8373,2.0000
3.3840,1.8365,2.0000
3.3880,1.8358,2.0000
3.3920,1.8351,2.0000
3.3960,1.8344,2.0000
3.4000,1.8337,2.0000
3.4040,1.8330,2.0000
3.4080,1.8323,2.0000
3.4120,1.8316,2.0000
3.4160,1.8309,2.0000
3.4200,1.8303,2.0000
3.4240,1.8296,2.0000
3.4280,1.8290,2.0000
3.4320,1.8283,2.0000
3.4360,1.8277,2.0000
3.4400,1.8271,2.0000
3.4440,1.8264,2.0000
3.4480,1.8258,2.0000
3.4520,1.8252,2.0000
3.4560,1.8247,2.0000
3.4600,1.8241,2.0000
3.4640,1.8235,2.0000
3.4680,1.8229,2.0000
3.4720,1.8224,2.0000
3.4760,1.8218,2.0000
3.4800,1.8213,2.0000
3.4840,1.8208,2.0000
3.4880,1.8202,2.0000
3.4920,1.8197,2.0000
3.4960,1.8192,2.0000
3.5000,1.8187,2.0000
3.5040,1.8182,2.0000
3.5080,1.8178,2.0000
3.5120,1.8173,2.0000
3.5160,1.8168,2.0000
3.5200,1.8164,2.0000
3.5240,1.8159,2.0000
3.5280,1.8155,2.0000
3.5320,1.8151,2.0000
3.5360,1.8146,2.0000
3.5400,1.8142,2.0000
3.5440,1.8138,2.0000
3.5480,1.8134,2.0000
3.5520,1.8130,2.0000
3.5560,1.8127,2.0000
3.5600,1.8123,2.0000
3.5640,1.8119,2.0000
3.5680,1.8116,2.0000
3.5720,1.8112,2.0000
3.5760,1.8109,2.0000
3.5800,1.8106,2.0000
3.5840,1.8103,2.0000
3.5880,1.8100,2.0000
3.5920,1.8097,2.0000
3.5960,1.8094,2.0000
3.6000,1.8091,2.0000
3.6040,1.8088,2.0000
3.6080,1.8085,2.0000
3.6120,1.8083,2.0000
3.6160,1.8080,2.0000
3.6200,1.8078,2.0000
3.6240,1.8076,2.0000
3.6280,1.8073,2.0000
3.6320,1.8071,2.0000
3.6360,1.8069,2.0000
3.6400,1.8067,2.0000
3.6440,1.8065,2.0000
3.6480,1.8063,2.0000
3.6520,1.8062,2.0000
3.6560,1.8060,2.0000
3.6600,1.8059,2.0000
3.6640,1.8057,2.0000
3.6680,1.8056,2.0000
3.6720,1.8054,2.0000
3.6760,1.8053,2.0000
3.6800,1.8052,2.0000
3.6840,1.8051,2.0000
3.6880,1.8050,2.0000
3.6920,1.8049,2.0000
3.6960,1.8048,2.0000
3.7000,1.8048,2.0000
3.7040,1.8047,2.0000
3.7080,1.8046,2.0000
3.7120,1.8046,2.0000
3.7160,1.8045,2.0000
3.7200,1.8045,2.0000
